iter	MultiClass
419	0.3723828785
420	0.3719185617
421	0.3713765398
422	0.3708542731
423	0.3703594626
424	0.369820813
425	0.3692416009
426	0.3688536737
427	0.3683190421
428	0.3676895333
429	0.3670919771
430	0.3663126787
431	0.3658421675
432	0.3651739138
433	0.3643673027
434	0.3640621987
435	0.3634865022
436	0.3629805705
437	0.3626236392
438	0.362193284
439	0.3617043331
440	0.3611582215
441	0.3607858401
442	0.3602436508
443	0.3594888908
444	0.3590405025
445	0.3582782805
446	0.3578420657
447	0.3573210426
448	0.3564965658
449	0.3559965893
450	0.3554472968
451	0.3550780246
452	0.3543507208
453	0.353658718
454	0.3529949846
455	0.3521510635
456	0.3519314613
457	0.3511872964
458	0.3506413283
459	0.3502999428
460	0.3497081505
461	0.3491482152
462	0.3486520175
463	0.3479569295
464	0.3474785018
465	0.3468855616
466	0.3462212302
467	0.3459822317
468	0.3454576929
469	0.3449470735
470	0.3445202818
471	0.3441402232
472	0.3437454319
473	0.3432648518
474	0.3427759009
475	0.3421898247
476	0.3417088858
477	0.3412878341
478	0.3408451858
479	0.3404081817
480	0.3400478782
481	0.3395658391
482	0.3391325661
483	0.3384727311
484	0.3380499095
485	0.3377035255
486	0.337172003
487	0.3366332816
488	0.336042733
489	0.3356208921
490	0.3351045328
491	0.3347117505
492	0.3343371209
493	0.3337585545
494	0.3333713687
495	0.3329846134
496	0.3325464853
497	0.3321136666
498	0.3316750362
499	0.3313440783
500	0.3309506981
501	0.3303502241
502	0.329920132
503	0.3293631383
504	0.328988724
505	0.3285798937
506	0.3278608412
507	0.3273376895
508	0.3267434817
509	0.3261474562
510	0.3255127097
511	0.3250447336
512	0.3247194679
513	0.3241607523
514	0.3238113308
515	0.3234540407
516	0.3228123584
517	0.3223914024
518	0.3219621712
519	0.321340818
520	0.3210178244
521	0.3205125145
522	0.320084527
523	0.319506989
524	0.3188734383
525	0.3183523435
526	0.317741418
527	0.3169996447
528	0.3166006919
529	0.3160260239
530	0.3154069667
531	0.3149291131
532	0.3146526851
533	0.3140583098
534	0.3135347277
535	0.3132922134
536	0.312863317
537	0.3121770542
538	0.3117621251
539	0.3113087382
540	0.3108707536
541	0.3105455118
542	0.3101443108
543	0.3094193988
544	0.30896252
545	0.3087286396
546	0.3084253293
547	0.3080578747
548	0.3074387219
549	0.3069879657
550	0.3066987902
551	0.3063950015
552	0.306069401
553	0.3055923605
554	0.3051423937
555	0.3048743843
556	0.3045334771
557	0.3040745894
558	0.3037267225
559	0.303361803
560	0.3028325526
561	0.3025096786
562	0.3022221772
563	0.3019995375
564	0.3017320304
565	0.3010617439
566	0.3006638195
567	0.3001984504
568	0.2996903183
569	0.2993694772
570	0.2989152053
571	0.2986329177
572	0.2983450097
573	0.2978644535
574	0.2971753925
575	0.2967400865
576	0.2963944677
577	0.2961765636
578	0.2957033498
579	0.2952974373
580	0.2949044159
581	0.2945190478
582	0.2942619682
583	0.2939158473
584	0.2934863769
585	0.2931068923
586	0.2929044144
587	0.2925304544
588	0.2919940052
589	0.2915316017
590	0.2910659934
591	0.2907033221
592	0.290195214
593	0.289917901
594	0.289476879
595	0.2891260225
596	0.2888367752
597	0.2885653935
598	0.288283369
599	0.288023563
600	0.2876667752
601	0.2873414138
602	0.2869650144
603	0.2867011904
604	0.2863275893
605	0.28601366
606	0.285389102
607	0.2848685812
608	0.2842609083
609	0.2837910428
610	0.2832475142
611	0.2826087736
612	0.2821622747
613	0.2819674979
614	0.2814621881
615	0.2811067157
616	0.2808302637
617	0.2803620246
618	0.2800982723
619	0.2797271107
620	0.2793204807
621	0.2791098711
622	0.2788321516
623	0.2785959752
624	0.2782824286
625	0.277903207
626	0.2775486913
627	0.2773498009
628	0.2768082096
629	0.2763326519
630	0.2759763903
631	0.2758151446
632	0.2754896397
633	0.2751151536
634	0.2749314742
635	0.2745589492
636	0.274108528
637	0.2738826596
638	0.2736291198
639	0.273332554
640	0.2728760579
641	0.2723717525
642	0.2720300561
643	0.2717465487
644	0.2713688339
645	0.271089799
646	0.2706366273
647	0.2703760081
648	0.269802249
649	0.269512906
650	0.2691572183
651	0.2688703388
652	0.2687267674
653	0.2684661483
654	0.2681002961
655	0.2677548208
656	0.2674917383
657	0.267185845
658	0.2667315253
659	0.2663866958
660	0.2659943679
661	0.2656153616
662	0.2651869436
663	0.264922139
664	0.26466494
665	0.2641482458
666	0.2636185888
667	0.2633379276
668	0.2629437581
669	0.2626435809
670	0.2624025733
671	0.2619146269
672	0.2616405427
673	0.2613526108
674	0.2610765176
675	0.2607925798
676	0.2604189786
677	0.2601008879
678	0.259813219
679	0.2595258133
680	0.2591229382
681	0.2589370584
682	0.2586304715
683	0.2581535028
684	0.2578200098
685	0.2576017469
686	0.2573734391
687	0.2570407832
688	0.2567016936
689	0.2562722233
690	0.2559192861
691	0.255665244
692	0.2553222561
693	0.2551012906
694	0.2547322336
695	0.2544738626
696	0.2540445358
697	0.2537434976
698	0.2534911296
699	0.2532450518
700	0.2528002509
701	0.2524480551
702	0.2520149733
703	0.2518028809
704	0.2514266729
705	0.2510384826
706	0.2508304321
707	0.2504043818
708	0.2499943557
709	0.2496857598
710	0.2493247866
711	0.2489594606
712	0.248719051
713	0.2484775173
714	0.2481237429
715	0.2478194042
716	0.2476456502
717	0.2473822806
718	0.2470672751
719	0.2467449511
720	0.2465651461
721	0.2460049716
722	0.2457792467
723	0.2454639542
724	0.2450893725
725	0.2447687944
726	0.2445102082
727	0.2443310968
728	0.2441507178
729	0.2439336986
730	0.2437011575
731	0.2434434562
732	0.2430770539
733	0.2428826359
734	0.2426076668
735	0.2421539928
736	0.2419610577
737	0.2416385663
738	0.241374527
739	0.2409204226
740	0.2405747082
741	0.2403424063
742	0.2400112092
743	0.2397451849
744	0.2393423338
745	0.2388612992
746	0.2386629828
747	0.2382840961
748	0.2379298434
749	0.23766645
750	0.2373586194
751	0.2371719026
752	0.2368638089
753	0.2365507646
754	0.2362112207
755	0.2359884615
756	0.2355807792
757	0.2353822953
758	0.2350068526
759	0.2347207144
760	0.2346345429
761	0.2343399144
762	0.2340243109
763	0.2337409471
764	0.2334089608
765	0.2330897221
766	0.2328245109
767	0.2326479825
768	0.2323330009
769	0.2321088067
770	0.2319386641
771	0.2316797191
772	0.2314065915
773	0.2310237107
774	0.2306366445
775	0.2304350276
776	0.230148435
777	0.2296998553
778	0.2293292676
779	0.2292284831
780	0.2290422685
781	0.2287402018
782	0.2285373413
783	0.2282310175
784	0.2279969697
785	0.2277008822
786	0.2274162747
787	0.2271131079
788	0.2267479732
789	0.2265256206
790	0.2261863158
791	0.2259753954
792	0.2256298245
793	0.2252596912
794	0.224965804
795	0.224559485
796	0.2242400549
797	0.2240892368
798	0.2237351755
799	0.223458604
800	0.2231512757
801	0.2230219587
802	0.2228454781
803	0.2225648886
804	0.2222700926
805	0.2219335622
806	0.2217252008
807	0.2215061487
808	0.2211932239
809	0.2210136581
810	0.2207696371
811	0.2203821164
812	0.2200373108
813	0.2196494315
814	0.2194833785
815	0.2193023538
816	0.2190519231
817	0.2188587249
818	0.2186657897
819	0.2183603508
820	0.2180594322
821	0.2177376583
822	0.2175338889
823	0.217417128
824	0.2171852327
825	0.2169497021
826	0.2166117605
827	0.2162402162
828	0.2159169595
829	0.215631204
830	0.215409808
831	0.2150061198
832	0.214809621
833	0.2145038712
834	0.2142454046
835	0.2139520675
836	0.21369958
837	0.2134680912
838	0.2132488956
839	0.2130331679
840	0.2126780304
841	0.2125332632
842	0.2124132976
843	0.2122637949
844	0.2121700418
845	0.211940586
846	0.2116723375
847	0.2113307367
848	0.211177814
849	0.2108419293
850	0.2106522228
851	0.2103687633
852	0.2100987928
853	0.2099050922
854	0.2097350931
855	0.2095588517
856	0.2092551826
857	0.209058373
858	0.2087331072
859	0.2085958977
860	0.2083874646
861	0.2082505181
862	0.2081543973
863	0.2079610316
864	0.207730667
865	0.2075550474
866	0.2072737165
867	0.207140788
868	0.2068672061
869	0.2066715922
870	0.2064624894
871	0.2061373911
872	0.2059323302
873	0.2056661624
874	0.2054175493
875	0.2052361659
876	0.2050179748
877	0.2048017926
878	0.2045744654
879	0.2042816545
880	0.204093383
881	0.2039827448
882	0.2038365188
883	0.2036806782
884	0.2034400773
885	0.2031933058
886	0.2031372931
887	0.2029276163
888	0.2027259755
889	0.20255148
890	0.2023389093
891	0.2021923484
892	0.2019919512
893	0.2016350199
894	0.2014978821
895	0.2012290118
896	0.2010777393
897	0.2007966953
898	0.2005511915
899	0.2003811086
900	0.2000863724
901	0.1998678584
902	0.1996394071
903	0.1994739042
904	0.1992918272
905	0.1991467013
906	0.1989578678
907	0.1988415733
908	0.1986040337
909	0.198375678
910	0.1980110575
911	0.197852323
912	0.1976577137
913	0.1973750434
914	0.1972191311
915	0.1970842415
916	0.1968553597
917	0.1966800271
918	0.1964581768
919	0.1963023003
920	0.1960506379
921	0.195853912
922	0.1956635717
923	0.1954565018
924	0.1952696175
925	0.1951260821
926	0.1949814823
927	0.1948771701
928	0.1945600241
929	0.194452507
930	0.1942720802
931	0.1940489862
932	0.1937569645
933	0.1935350185
934	0.1933611927
935	0.1931210341
936	0.1928902749
937	0.1926413629
938	0.1924121821
939	0.1921787322
940	0.1919251923
941	0.1917984224
942	0.1916866721
943	0.1914423162
944	0.1911926867
945	0.190982986
946	0.1907695663
947	0.1904341719
948	0.1901330978
949	0.1899389189
950	0.1897647463
951	0.1896316624
952	0.1894481025
953	0.1891567027
954	0.1889642937
955	0.1887906113
956	0.1885384347
957	0.1883039803
958	0.1880960973
959	0.1879030425
960	0.1877690856
961	0.187448101
962	0.1873091216
963	0.1871142253
964	0.186958014
965	0.1867981914
966	0.1866942259
967	0.1865223254
968	0.1864047873
969	0.1862291438
970	0.1860518261
971	0.1858938809
972	0.1856302483
973	0.1855783014
974	0.1853466452
975	0.1851616384
976	0.185052495
977	0.1847822853
978	0.1846071441
979	0.1844054554
980	0.1842049745
981	0.1840868265
982	0.1839393209
983	0.1837612021
984	0.1835913583
985	0.1834100107
986	0.1832241549
987	0.1830024958
988	0.1827632701
989	0.1826153938
990	0.1824297412
991	0.1822571829
992	0.1820473028
993	0.1817564411
994	0.1815310152
995	0.1813105162
996	0.1811462211
997	0.1809741651
998	0.1807901388
999	0.1806703406
1000	0.1804478684
1001	0.1802327984
1002	0.1800688143
1003	0.1799419248
1004	0.1797614501
1005	0.179644474
1006	0.1795199642
1007	0.1792414555
1008	0.1791380879
1009	0.179008161
1010	0.1788336057
1011	0.1787046953
1012	0.1784879033
1013	0.1782969651
1014	0.1780868817
1015	0.1778929181
1016	0.1777040248
1017	0.177471125
1018	0.1772986983
1019	0.1771604723
1020	0.1769147054
1021	0.176783762
1022	0.1766079272
1023	0.1763645041
1024	0.1762166995
1025	0.1760324939
1026	0.1758304225
1027	0.1755930862
1028	0.1754535448
1029	0.1752854829
1030	0.1750339281
1031	0.1748738782
1032	0.1747284175
1033	0.1745730911
1034	0.1744334302
1035	0.174286929
1036	0.17404921
1037	0.173889208
1038	0.1737574395
1039	0.173592403
1040	0.1733980687
1041	0.1731362059
1042	0.1729802338
1043	0.1727973077
1044	0.17264179
1045	0.1724853874
1046	0.172383132
1047	0.1721404742
1048	0.1719682628
1049	0.1717719195
1050	0.171603152
1051	0.1713652775
1052	0.1711374002
1053	0.1710410283
1054	0.1707940655
1055	0.1706240185
1056	0.1704402672
1057	0.1702238101
1058	0.1699459949
1059	0.1697530358
1060	0.1695762563
1061	0.1692767726
1062	0.1691216496
1063	0.169031197
1064	0.1688660051
1065	0.1687114082
1066	0.1685353342
1067	0.1683794219
1068	0.1682620631
1069	0.1680738515
1070	0.16791886
1071	0.1677641316
1072	0.1675319373
1073	0.167354787
1074	0.1671359023
1075	0.1669606774
1076	0.1667956648
1077	0.1665410966
1078	0.1664068407
1079	0.1662915388
1080	0.1661255098
1081	0.1659259378
1082	0.1657711854
1083	0.1656448819
1084	0.1655534607
1085	0.1653602983
1086	0.1652250499
1087	0.1650126227
1088	0.164896699
1089	0.1646508244
1090	0.1643983249
1091	0.1642490495
1092	0.1640579678
1093	0.1638709281
1094	0.1637569176
1095	0.1636647909
1096	0.1635390374
1097	0.1634831204
1098	0.1633787484
1099	0.1632012155
1100	0.163041046
1101	0.1628292765
1102	0.1626880012
1103	0.1625293026
1104	0.1623932172
1105	0.1622092388
1106	0.1620466657
1107	0.1619099345
1108	0.1617802348
1109	0.1615617567
1110	0.1614225142
1111	0.1611667502
1112	0.1609385858
1113	0.1608905374
1114	0.1607098834
1115	0.1606286267
1116	0.1605048344
1117	0.1603556427
1118	0.1602249146
1119	0.1599681818
1120	0.1598059795
1121	0.159596482
1122	0.1595253062
1123	0.1593531785
1124	0.1592681789
1125	0.1590845712
1126	0.1589864294
1127	0.1588252435
1128	0.1587622353
1129	0.1585775154
1130	0.1584622135
1131	0.1583120173
1132	0.1581047321
1133	0.1579555523
1134	0.1578440053
1135	0.1577243506
1136	0.1575524142
1137	0.1573030837
1138	0.1570766533
1139	0.1568817808
1140	0.1567110402
1141	0.1564797787
1142	0.1564220321
1143	0.1562052401
1144	0.1560151629
1145	0.1558547424
1146	0.1556467038
1147	0.1554685611
1148	0.1553538451
1149	0.1552847859
1150	0.1551872421
1151	0.1550099483
1152	0.1547576641
1153	0.1546222364
1154	0.1544971406
1155	0.1543488577
1156	0.1541951577
1157	0.154030767
1158	0.1539555373
1159	0.1537651253
1160	0.1536076704
1161	0.1534753997
1162	0.1533513204
1163	0.1531454463
1164	0.1530917894
1165	0.152989546
1166	0.1528802112
1167	0.1527772981
1168	0.1526560529
1169	0.1524969119
1170	0.1523620462
1171	0.1522286275
1172	0.1521355321
1173	0.1520342931
1174	0.1519076667
1175	0.1517055356
1176	0.1515570853
1177	0.1514303871
1178	0.1512777394
1179	0.1511371098
1180	0.1510187227
1181	0.1508276649
1182	0.1506944017
1183	0.150595375
1184	0.1504370232
1185	0.1503247826
1186	0.1502478429
1187	0.1500201808
1188	0.1498923705
1189	0.1497820433
1190	0.1496353628
1191	0.1494761739
1192	0.1493688601
1193	0.1492578752
1194	0.1491535031
1195	0.1489841617
1196	0.1488522258
1197	0.1487737076
1198	0.1485906619
1199	0.1485261588
1200	0.1483728176
1201	0.1482181609
1202	0.1481921038
1203	0.1480759169
1204	0.1479569319
1205	0.1478236566
1206	0.1477268303
1207	0.1475337396
1208	0.147437571
1209	0.1472706092
1210	0.1471535973
1211	0.1470005789
1212	0.1468473452
1213	0.1466506073
1214	0.1465518198
1215	0.1464228854
1216	0.146342442
1217	0.1462621181
1218	0.1461427264
1219	0.1459793521
1220	0.1458355775
1221	0.145721292
1222	0.1455548206
1223	0.1454815042
1224	0.1453428956
1225	0.1452192588
1226	0.1450762853
1227	0.1450311069
1228	0.1449241519
1229	0.1448325035
1230	0.1447346128
1231	0.1446523636
1232	0.1445600097
1233	0.144471315
1234	0.1442561972
1235	0.1440819289
1236	0.1439716973
1237	0.1438591458
1238	0.1436892662
1239	0.1435867597
1240	0.1434469911
1241	0.1433207712
1242	0.1432235144
1243	0.1430967803
1244	0.1429730119
1245	0.1428831094
1246	0.1428111205
1247	0.1426914658
1248	0.1425598168
1249	0.1424553611
1250	0.1422866654
1251	0.1421846133
1252	0.1420730423
1253	0.1419050761
1254	0.1418211647
1255	0.1416651567
1256	0.1415181653
1257	0.1413408716
1258	0.1411727977
1259	0.1410185596
1260	0.1409080768
1261	0.1407760572
1262	0.1406541304
1263	0.1404970701
1264	0.1403222876
1265	0.1402164447
1266	0.1400482991
1267	0.1399522859
1268	0.1398203022
1269	0.1396925636
1270	0.1396126822
1271	0.1394823965
1272	0.1393527566
1273	0.1392350869
1274	0.1391247477
1275	0.1389497978
1276	0.1388471837
1277	0.1386675341
1278	0.1385831444
1279	0.1384804107
1280	0.1383649892
1281	0.138244892
1282	0.1381005314
1283	0.1380188921
1284	0.1379477641
1285	0.1377837082
1286	0.1377217882
1287	0.1375929495
1288	0.1375211279
1289	0.1373589734
1290	0.1371839757
1291	0.1369455272
1292	0.1368121084
1293	0.1367011593
1294	0.1365502695
1295	0.1364379213
1296	0.1362875816
1297	0.1361841184
1298	0.1360807389
1299	0.1359215979
1300	0.1357573985
1301	0.1356513881
1302	0.1354823576
1303	0.1353436533
1304	0.1352504025
1305	0.1351164456
1306	0.1350424477
1307	0.1348743499
1308	0.1347127095
1309	0.1345783222
1310	0.1344969699
1311	0.1343811298
1312	0.1342006911
1313	0.1341085045
1314	0.1340293526
1315	0.1339051058
1316	0.133808136
1317	0.1336533119
1318	0.1335034625
1319	0.1334188216
1320	0.1333426353
1321	0.1332664848
1322	0.1331123663
1323	0.1330131124
1324	0.1328141263
1325	0.1327253718
1326	0.1326816523
1327	0.1325725926
1328	0.1324874017
1329	0.1323119615
1330	0.1322073144
1331	0.1321199471
1332	0.1320154076
1333	0.1319140371
1334	0.1318272319
1335	0.1317017773
1336	0.1316118151
1337	0.1314986656
1338	0.1313385201
1339	0.1311706256
1340	0.1310398736
1341	0.1308922125
1342	0.1307757865
1343	0.1306280298
1344	0.1305194364
1345	0.1304026876
1346	0.1303106087
1347	0.1302532567
1348	0.1301617279
1349	0.1300264436
1350	0.1298767736
1351	0.1297628468
1352	0.1296643703
1353	0.129600202
1354	0.1294866341
1355	0.1293477145
1356	0.1292146545
1357	0.1291143124
1358	0.1289504
1359	0.1288095313
1360	0.1286651827
1361	0.1285518299
1362	0.1284577899
1363	0.1283622072
1364	0.1282420741
1365	0.128142892
1366	0.1279930426
1367	0.1279104705
1368	0.1278118026
1369	0.1276985575
1370	0.1276025204
1371	0.1275254492
1372	0.1273961082
1373	0.1272749228
1374	0.127170216
1375	0.1270613954
1376	0.1269822195
1377	0.1268921975
1378	0.1267166496
1379	0.1265696822
1380	0.1264168431
1381	0.1263278495
1382	0.126247119
1383	0.1261486065
1384	0.1260087782
1385	0.1259804011
1386	0.1259089024
1387	0.1258112031
1388	0.1257527749
1389	0.1256228241
1390	0.1255188227
1391	0.1253576608
1392	0.1252653427
1393	0.1251719603
1394	0.1250516359
1395	0.1249428752
1396	0.1248642374
1397	0.1247762363
1398	0.1246788958
1399	0.1245753489
1400	0.1244900264
1401	0.1243572893
1402	0.1242886845
1403	0.1242160857
1404	0.1241388112
1405	0.1240288307
1406	0.123910874
1407	0.1237890788
1408	0.1236561623
1409	0.1235731956
1410	0.1234198304
1411	0.1232077022
1412	0.1231053511
1413	0.1230268568
1414	0.1229502759
1415	0.1228604571
1416	0.1227457411
1417	0.1226573813
1418	0.1225689018
1419	0.1225092777
1420	0.1224202602
1421	0.1223171557
1422	0.1222176627
1423	0.1221187795
1424	0.1220455588
1425	0.1219599733
1426	0.1218824476
1427	0.1217631397
1428	0.1216769682
1429	0.1215279319
1430	0.1214111711
1431	0.1212909902
1432	0.1212259131
1433	0.1211036634
1434	0.121038407
1435	0.1209577244
1436	0.1208870149
1437	0.1207796294
1438	0.1206923817
1439	0.1206002788
1440	0.1204723729
1441	0.1203539499
1442	0.1202132605
1443	0.120043345
1444	0.1199603544
1445	0.1198530765
1446	0.1197722504
1447	0.1196258091
1448	0.1195006774
1449	0.1194204731
1450	0.1192568597
1451	0.1191791786
1452	0.1190347223
1453	0.1189121976
1454	0.1188647829
1455	0.1187406438
1456	0.1186517937
1457	0.1186097483
1458	0.1184834567
1459	0.118371826
1460	0.1182133546
1461	0.1181420234
1462	0.1179969333
1463	0.1178905403
1464	0.1177704431
1465	0.1176814256
1466	0.1175629427
1467	0.1174882751
1468	0.1173946775
1469	0.117289576
1470	0.117193228
1471	0.1170981237
1472	0.1169926634
1473	0.1169193591
1474	0.1168249842
1475	0.1167370189
1476	0.116632898
1477	0.1165338116
1478	0.1164581634
1479	0.1163310945
1480	0.1162655391
1481	0.1161719176
1482	0.1160909718
1483	0.1159893622
1484	0.1158972594
1485	0.1157785733
1486	0.1156598273
1487	0.1155625227
1488	0.1154593584
1489	0.1153419519
1490	0.1152733351
1491	0.1151549958
1492	0.1150841788
1493	0.1150497269
1494	0.1149617856
1495	0.1148575212
1496	0.1147820165
1497	0.1146249921
1498	0.1145302943
1499	0.114493092
1500	0.1144409299
1501	0.114334226
1502	0.1142166042
1503	0.114133506
1504	0.1139993578
1505	0.1139012758
1506	0.113797406
1507	0.1136917664
1508	0.1136402381
1509	0.1135629636
1510	0.1134623465
1511	0.113354387
1512	0.1132632049
1513	0.1132110907
1514	0.1131001774
1515	0.1129818142
1516	0.1128416151
1517	0.1127555154
