iter	MultiClass
1518	0.1126896251
1519	0.1126185091
1520	0.1124951114
1521	0.1123892088
1522	0.1123187026
1523	0.1122495837
1524	0.1121935232
1525	0.1121351667
1526	0.1120391296
1527	0.1119709194
1528	0.1118187022
1529	0.1117558494
1530	0.1116568467
1531	0.1115729831
1532	0.1114767069
1533	0.1113738535
1534	0.1112658223
1535	0.1111357638
1536	0.1110048922
1537	0.1109434983
1538	0.1108533805
1539	0.1107212174
1540	0.110643919
1541	0.1105580704
1542	0.1104409747
1543	0.1103835749
1544	0.1102763568
1545	0.1101530428
1546	0.1100450952
1547	0.1099487113
1548	0.1098474245
1549	0.1097725417
1550	0.1096696764
1551	0.1095433131
1552	0.1094076701
1553	0.1092804457
1554	0.1092115779
1555	0.1091092149
1556	0.1090057038
1557	0.1089196519
1558	0.1088559022
1559	0.1087594944
1560	0.1086512957
1561	0.1085263793
1562	0.1083939173
1563	0.1083258506
1564	0.1082684747
1565	0.1081960074
1566	0.108124999
1567	0.1080509891
1568	0.1079342881
1569	0.1078297247
1570	0.1077497357
1571	0.1076313844
1572	0.1075541338
1573	0.1074699115
1574	0.1074156926
1575	0.1073007255
1576	0.1072153791
1577	0.1071182299
1578	0.10699146
1579	0.106849503
1580	0.10675343
1581	0.1066403284
1582	0.1065921843
1583	0.1065028439
1584	0.1063917991
1585	0.1062976275
1586	0.1062033483
1587	0.1061047641
1588	0.1059826938
1589	0.105916086
1590	0.1058170713
1591	0.1057397011
1592	0.1056139716
1593	0.1055128522
1594	0.1054546751
1595	0.105398208
1596	0.1053104939
1597	0.1052099246
1598	0.1051156932
1599	0.1050304305
1600	0.1049227939
1601	0.1048670204
1602	0.1047892675
1603	0.1046991737
1604	0.1046079438
1605	0.1045457966
1606	0.104490896
1607	0.104395409
1608	0.1043069056
1609	0.1042292126
1610	0.1041620069
1611	0.1041244459
1612	0.1040840627
1613	0.1040062979
1614	0.1039401685
1615	0.1038472645
1616	0.1037695475
1617	0.1037224677
1618	0.1036431722
1619	0.1035710876
1620	0.1034780281
1621	0.1034275521
1622	0.1033685021
1623	0.1032790899
1624	0.1031461853
1625	0.1030512245
1626	0.1030101836
1627	0.102927767
1628	0.1028907561
1629	0.1027948385
1630	0.1027368886
1631	0.1026695754
1632	0.1025670808
1633	0.1024921262
1634	0.1024261762
1635	0.1023641126
1636	0.102304644
1637	0.1022017667
1638	0.1021075114
1639	0.102042243
1640	0.1019810285
1641	0.1019040051
1642	0.1018087214
1643	0.101701587
1644	0.1016350271
1645	0.1015760129
1646	0.1015143559
1647	0.1014520053
1648	0.1013496064
1649	0.1012726548
1650	0.1012262087
1651	0.1011639299
1652	0.1010941174
1653	0.1010175484
1654	0.1009581037
1655	0.1009001059
1656	0.1008063768
1657	0.1007204444
1658	0.1006272773
1659	0.1005431268
1660	0.1004473767
1661	0.1003922729
1662	0.1003200686
1663	0.1002927559
1664	0.1002078759
1665	0.1001184936
1666	0.0999865218
1667	0.09987925586
1668	0.09981103975
1669	0.09976745175
1670	0.09969332824
1671	0.09963739329
1672	0.09960863956
1673	0.09956538042
1674	0.09950914652
1675	0.09940812879
1676	0.09935219983
1677	0.09930048019
1678	0.09923136122
1679	0.09914434666
1680	0.09906149957
1681	0.09898625197
1682	0.09894055334
1683	0.09887116531
1684	0.09879076369
1685	0.09872957905
1686	0.09865274698
1687	0.09858491951
1688	0.09851846725
1689	0.09845209869
1690	0.0983914462
1691	0.09835738897
1692	0.09829990542
1693	0.0982420452
1694	0.09816307259
1695	0.09811395986
1696	0.09804264655
1697	0.09797497453
1698	0.09793813102
1699	0.09786453367
1700	0.0977842038
1701	0.09773987438
1702	0.09770536273
1703	0.09762012398
1704	0.09757198585
1705	0.09751971015
1706	0.09740174153
1707	0.09734621915
1708	0.09724784421
1709	0.09718185233
1710	0.09714157678
1711	0.09707687043
1712	0.09700744653
1713	0.09695978673
1714	0.09688678729
1715	0.09680826313
1716	0.09670090152
1717	0.09661204538
1718	0.09654663947
1719	0.09649806486
1720	0.09642128062
1721	0.09634586561
1722	0.09628863918
1723	0.09621431237
1724	0.09614010515
1725	0.09606391285
1726	0.09601511103
1727	0.09591806944
1728	0.09583398466
1729	0.09575572956
1730	0.09568762107
1731	0.09564292692
1732	0.09556427719
1733	0.0955091315
1734	0.09543976739
1735	0.09535773944
1736	0.09529981942
1737	0.09525023433
1738	0.09514930032
1739	0.09508907832
1740	0.09503036308
1741	0.09494096284
1742	0.09485939528
1743	0.09476426702
1744	0.09466031353
1745	0.09457427357
1746	0.09451463753
1747	0.09447208393
1748	0.09439919212
1749	0.09435987323
1750	0.09429216534
1751	0.09418967077
1752	0.09409346625
1753	0.09404405456
1754	0.09398392226
1755	0.09394830447
1756	0.09384122388
1757	0.09376603608
1758	0.09370260926
1759	0.09364965194
1760	0.0936084257
1761	0.09356591993
1762	0.09348988907
1763	0.09340824378
1764	0.09336196517
1765	0.09330121701
1766	0.09321974512
1767	0.09311629388
1768	0.09304620629
1769	0.09296537417
1770	0.09288602488
1771	0.09284423063
1772	0.09275781398
1773	0.09267383683
1774	0.09259967744
1775	0.0925524601
1776	0.09247684778
1777	0.09236389567
1778	0.09230817
1779	0.09228897693
1780	0.09222085648
1781	0.09218519683
1782	0.09211110321
1783	0.09205721314
1784	0.09200160107
1785	0.09191673303
1786	0.09184820002
1787	0.09177497936
1788	0.0916696387
1789	0.09160851984
1790	0.09154643833
1791	0.09148356758
1792	0.09141219447
1793	0.09134199328
1794	0.09127148117
1795	0.09121891847
1796	0.09116494469
1797	0.09107938306
1798	0.0910272389
1799	0.09095062208
1800	0.0908879008
1801	0.09082319445
1802	0.09078989059
1803	0.09073542054
1804	0.09068747972
1805	0.09063659716
1806	0.09055355873
1807	0.09051675109
1808	0.09044155731
1809	0.09039886618
1810	0.09032844376
1811	0.09025445777
1812	0.09018380216
1813	0.09011886262
1814	0.09007019832
1815	0.09003780927
1816	0.08994246576
1817	0.08989563706
1818	0.08984761253
1819	0.0897981829
1820	0.08974044824
1821	0.08970333566
1822	0.08962732273
1823	0.08957208735
1824	0.08951455598
1825	0.08946283036
1826	0.08941157709
1827	0.08934351045
1828	0.08928577579
1829	0.08922508742
1830	0.08917208824
1831	0.08909928612
1832	0.08906347101
1833	0.08900205319
1834	0.08894427069
1835	0.0888612502
1836	0.08879714774
1837	0.08874340715
1838	0.08867976509
1839	0.08858371005
1840	0.08851372411
1841	0.08843957668
1842	0.0883679943
1843	0.08831635837
1844	0.08828648056
1845	0.08820728075
1846	0.08816018897
1847	0.08809784438
1848	0.08806399641
1849	0.08798621964
1850	0.087927044
1851	0.08785825389
1852	0.08782098585
1853	0.08775136463
1854	0.08770937905
1855	0.08764565327
1856	0.08759311449
1857	0.08751598346
1858	0.08746694846
1859	0.08740018528
1860	0.08736489036
1861	0.08730576255
1862	0.08724494862
1863	0.08721175837
1864	0.08715389814
1865	0.08707053684
1866	0.08696908263
1867	0.086898146
1868	0.08683045606
1869	0.08680748416
1870	0.08677657794
1871	0.08672671184
1872	0.08666565276
1873	0.08662205878
1874	0.08655357959
1875	0.08646249323
1876	0.08641516228
1877	0.08635995082
1878	0.08632105047
1879	0.08627794678
1880	0.08623832296
1881	0.08618923414
1882	0.08614210051
1883	0.08606285287
1884	0.08601307645
1885	0.08595153306
1886	0.08590021402
1887	0.08583016231
1888	0.08577980592
1889	0.08572625068
1890	0.08564773249
1891	0.08559302925
1892	0.08551349461
1893	0.08545732648
1894	0.08539369637
1895	0.08531466397
1896	0.08526488158
1897	0.08518755922
1898	0.08512201578
1899	0.08506951885
1900	0.08500736559
1901	0.08494472205
1902	0.08488741788
1903	0.08481530934
1904	0.08477065705
1905	0.08470455756
1906	0.08463495428
1907	0.08454326402
1908	0.0844713528
1909	0.0844078064
1910	0.08434649022
1911	0.08428680635
1912	0.08423158891
1913	0.08418977074
1914	0.08413143218
1915	0.08405840883
1916	0.08401185517
1917	0.08397936447
1918	0.08395113093
1919	0.08390909751
1920	0.08386196986
1921	0.08379813048
1922	0.08374688319
1923	0.08370146557
1924	0.08363965313
1925	0.08358983485
1926	0.08353947846
1927	0.08347981851
1928	0.08340320169
1929	0.08334458809
1930	0.08328633921
1931	0.08320073573
1932	0.08317270548
1933	0.08307904211
1934	0.08304340638
1935	0.08295156066
1936	0.0828970667
1937	0.08284819313
1938	0.0828039833
1939	0.08277322058
1940	0.08271727966
1941	0.08267341064
1942	0.08260982836
1943	0.0825437767
1944	0.08249633215
1945	0.08244404449
1946	0.08240422933
1947	0.08236033042
1948	0.08230944786
1949	0.08224634392
1950	0.08215770303
1951	0.08212381919
1952	0.08209625531
1953	0.08205835348
1954	0.0820281229
1955	0.08198188614
1956	0.0819431293
1957	0.08188529897
1958	0.08184956159
1959	0.08176841258
1960	0.08173186204
1961	0.08164926607
1962	0.08161850932
1963	0.08156977926
1964	0.08151514179
1965	0.08142208829
1966	0.08136281698
1967	0.08130298363
1968	0.08125433727
1969	0.08120448911
1970	0.08116782496
1971	0.08112185128
1972	0.08107651737
1973	0.08100635206
1974	0.08095133192
1975	0.08090061678
1976	0.08085659828
1977	0.08077129974
1978	0.08070848878
1979	0.08062867311
1980	0.08057062155
1981	0.08050261471
1982	0.08046514936
1983	0.08040771963
1984	0.08032783819
1985	0.0802740677
1986	0.08024130794
1987	0.08018341782
1988	0.08011845436
1989	0.08007309056
1990	0.08003807068
1991	0.07994852096
1992	0.07990379692
1993	0.07983430725
1994	0.07976588784
1995	0.07973125063
1996	0.07967142326
1997	0.07960820572
1998	0.07957294667
1999	0.07952245276
2000	0.07946191387
2001	0.07940503422
2002	0.07935746411
2003	0.07927666189
2004	0.07924977963
2005	0.07919732456
2006	0.07914143147
2007	0.0790931319
2008	0.07907564887
2009	0.07901754947
2010	0.07899027857
2011	0.07895560549
2012	0.07890404728
2013	0.07885012731
2014	0.07882072784
2015	0.07876354923
2016	0.07870701637
2017	0.07866973638
2018	0.07859310162
2019	0.07854453299
2020	0.07847930047
2021	0.07842444776
2022	0.07837702114
2023	0.07832147485
2024	0.07828180319
2025	0.07825560256
2026	0.078182639
2027	0.07813964892
2028	0.07809598917
2029	0.07805875103
2030	0.07801118091
2031	0.07798189504
2032	0.07790216906
2033	0.0778486497
2034	0.07776363217
2035	0.07772413391
2036	0.07765314945
2037	0.07759841632
2038	0.07755568334
2039	0.07749095905
2040	0.07743888066
2041	0.07738665877
2042	0.07736954644
2043	0.07731643964
2044	0.07727063935
2045	0.07723932057
2046	0.07719814815
2047	0.07716838394
2048	0.0771252384
2049	0.07708349198
2050	0.0770524303
2051	0.07701868996
2052	0.07696056067
2053	0.0769157888
2054	0.07686185089
2055	0.07681337793
2056	0.07674379259
2057	0.07670895807
2058	0.07667512804
2059	0.07661971328
2060	0.07656451378
2061	0.07654013081
2062	0.07649117353
2063	0.07644053014
2064	0.07640945052
2065	0.0763523616
2066	0.07631938061
2067	0.07624776236
2068	0.07620919685
2069	0.0761717315
2070	0.07613787158
2071	0.07607751804
2072	0.07603253093
2073	0.07597328951
2074	0.07593704989
2075	0.07587095637
2076	0.07582433097
2077	0.07578723632
2078	0.07573703539
2079	0.07568431125
2080	0.07565483404
2081	0.0756278322
2082	0.07558373
2083	0.07553734974
2084	0.07549666163
2085	0.07547700218
2086	0.07543794638
2087	0.0753833986
2088	0.07533572684
2089	0.0752838637
2090	0.07524186018
2091	0.07518730642
2092	0.07514104574
2093	0.07511615454
2094	0.07509079697
2095	0.07505038988
2096	0.07501355234
2097	0.07497056226
2098	0.07491983515
2099	0.07487282708
2100	0.07482621961
2101	0.07479372294
2102	0.07474795853
2103	0.07469047499
2104	0.07465400815
2105	0.07461354127
2106	0.0745663598
2107	0.07451530385
2108	0.07448528852
2109	0.07445791597
2110	0.07441589451
2111	0.07434941235
2112	0.07429231147
2113	0.07423850511
2114	0.07418210977
2115	0.074148208
2116	0.07412976232
2117	0.07407659572
2118	0.074032069
2119	0.07399004754
2120	0.07392628589
2121	0.07389554708
2122	0.07383720254
2123	0.07379652041
2124	0.07373660336
2125	0.0736818762
2126	0.07363915518
2127	0.07360602472
2128	0.07355268472
2129	0.0734978918
2130	0.07345630084
2131	0.07341842891
2132	0.07336368381
2133	0.07331259796
2134	0.07326165561
2135	0.07322361028
2136	0.0731719026
2137	0.07313844926
2138	0.07309285825
2139	0.07306253798
2140	0.07303611612
2141	0.07297040527
2142	0.07293105051
2143	0.07289684379
2144	0.07285934257
2145	0.07283011649
2146	0.07279316534
2147	0.07276570311
2148	0.07273285964
2149	0.07268386649
2150	0.07263613495
2151	0.07259115381
2152	0.072544068
2153	0.07251653402
2154	0.07248868314
2155	0.07243605467
2156	0.0723928613
2157	0.07235988031
2158	0.072307491
2159	0.07225477882
2160	0.0722134629
2161	0.0721706223
2162	0.07214455321
2163	0.07208133566
2164	0.07201601943
2165	0.07196748668
2166	0.07194375543
2167	0.07191125278
2168	0.07184539245
2169	0.07177842
2170	0.07173517879
2171	0.07170307076
2172	0.07167050831
2173	0.0716385079
2174	0.07158888096
2175	0.07154779225
2176	0.07149783048
2177	0.0714411601
2178	0.07140596683
2179	0.07135616051
2180	0.07130986994
2181	0.07126447624
2182	0.07122445779
2183	0.07120133642
2184	0.07117191901
2185	0.07115575737
2186	0.07110751161
2187	0.07107936775
2188	0.07103937322
2189	0.07101322043
2190	0.07097435595
2191	0.07092547043
2192	0.07087651913
2193	0.07084930205
2194	0.07080454811
2195	0.07077654178
2196	0.07074847565
2197	0.07070564701
2198	0.07064880921
2199	0.07061707189
2200	0.07056282307
2201	0.07051846974
2202	0.07047508503
2203	0.07044136861
2204	0.07042177493
2205	0.07033871857
2206	0.07029858054
2207	0.07025857405
2208	0.07021952423
2209	0.07016705121
2210	0.07010979488
2211	0.07002121976
2212	0.06996482443
2213	0.06994085999
2214	0.06990875196
2215	0.06987164536
2216	0.06984427282
2217	0.06979932755
2218	0.06976397882
2219	0.06972803217
2220	0.06969939803
2221	0.06964396534
2222	0.0695955701
2223	0.06952849002
2224	0.0694953177
2225	0.06947010363
2226	0.06942599545
2227	0.06938422511
2228	0.06933129768
2229	0.06929084276
2230	0.06926257932
2231	0.06923563129
2232	0.06920080873
2233	0.06913454779
2234	0.0690798326
2235	0.06902927889
2236	0.06898114076
2237	0.06893941825
2238	0.06888072095
2239	0.06883488479
2240	0.0687837511
2241	0.06875813643
2242	0.06873298812
2243	0.06868772596
2244	0.06865320236
2245	0.0685945469
2246	0.06856344337
2247	0.06852205569
2248	0.06847208794
2249	0.06843965704
2250	0.06839851451
2251	0.06835670232
2252	0.06832107855
2253	0.068287972
2254	0.0682363839
2255	0.06820648217
2256	0.06816002418
2257	0.06812240338
2258	0.06808417867
2259	0.06805091667
2260	0.06801111347
2261	0.06798790839
2262	0.06795938785
2263	0.0679307537
2264	0.06788408644
2265	0.06783480629
2266	0.06780190901
2267	0.06775094872
2268	0.06767244847
2269	0.06764350341
2270	0.06760417855
2271	0.06755923328
2272	0.0675105929
2273	0.06745654737
2274	0.06742226293
2275	0.06738045672
2276	0.06734690173
2277	0.06733169675
2278	0.06728773207
2279	0.06724793485
2280	0.067203157
2281	0.06715065409
2282	0.06712489591
2283	0.06708049475
2284	0.06705611178
2285	0.06701136383
2286	0.0669701077
2287	0.06691902185
2288	0.06688065962
2289	0.06683964266
2290	0.06679069136
2291	0.06675468493
2292	0.0667110192
2293	0.0666719335
2294	0.06663602273
2295	0.0666043452
2296	0.06656726849
2297	0.06653727708
2298	0.06649428699
2299	0.06644994562
2300	0.06642309924
2301	0.06636858136
2302	0.06633089478
2303	0.06627229912
2304	0.06620362261
2305	0.06616611541
2306	0.06614307774
2307	0.06611654826
2308	0.06607091539
2309	0.06602600002
2310	0.06598390083
2311	0.06594262676
2312	0.06590922723
2313	0.06586795915
2314	0.0658395821
2315	0.06579935439
2316	0.06577391311
2317	0.06574881862
2318	0.06571137718
2319	0.06569108395
2320	0.06565345118
2321	0.06563516695
2322	0.06556864293
2323	0.06554239446
2324	0.06552363189
2325	0.06547956556
2326	0.065450477
2327	0.06541373513
2328	0.06535613201
2329	0.06531880418
2330	0.06528466921
2331	0.06524601999
2332	0.06522098529
2333	0.06518067387
2334	0.06512536076
2335	0.06509701959
2336	0.06505686362
2337	0.06502760765
2338	0.06497545751
2339	0.06492296057
2340	0.06488858047
2341	0.06485792537
2342	0.06483064849
2343	0.06478611578
2344	0.06473146038
2345	0.06468036257
2346	0.0646515909
2347	0.06461623021
2348	0.06458193381
2349	0.0645506509
2350	0.06451218704
2351	0.06446935241
2352	0.06444272726
2353	0.06441250266
2354	0.06436739596
2355	0.06432610993
2356	0.06429659087
2357	0.06427979544
2358	0.06424556481
2359	0.06421363017
2360	0.06417108255
2361	0.06413411347
2362	0.06410485151
2363	0.06406129939
2364	0.06403050079
2365	0.0640079295
2366	0.06396489158
2367	0.06392473562
2368	0.06387672305
2369	0.06383451025
2370	0.06379153811
2371	0.063764327
2372	0.0637368827
2373	0.06369972229
2374	0.06365637944
2375	0.06362560476
2376	0.06359320374
2377	0.06356578935
2378	0.06352974105
2379	0.06349418305
2380	0.06344960849
2381	0.06342286376
2382	0.06336965531
2383	0.06331847977
2384	0.06330134353
2385	0.06325767182
2386	0.06322851151
2387	0.06318424787
2388	0.06315117719
2389	0.06311653998
2390	0.06306771425
2391	0.06302373163
2392	0.06300498101
2393	0.0629626606
2394	0.06294160801
2395	0.06290503355
2396	0.06288830987
2397	0.06284304771
2398	0.06279178847
2399	0.06275823946
2400	0.06270783523
2401	0.06267172715
2402	0.06264415131
2403	0.0625960072
2404	0.06257287387
2405	0.06254272102
2406	0.06252136948
2407	0.062501435
2408	0.06245371541
2409	0.06243132349
2410	0.0624027312
2411	0.06237277566
2412	0.06233658387
2413	0.06229702582
2414	0.06227521388
2415	0.06223426269
2416	0.06221133863
2417	0.06218207069
2418	0.06214247079
2419	0.0621211312
2420	0.06207881078
2421	0.06204472963
2422	0.06202745587
2423	0.06199052267
2424	0.06197480946
2425	0.06195324267
2426	0.06191853371
2427	0.0618907486
2428	0.06185649405
2429	0.0618374684
2430	0.06180748895
2431	0.06176511472
2432	0.06172590345
2433	0.06168239318
2434	0.0616462851
2435	0.06161492446
2436	0.06158871785
2437	0.06153729717
2438	0.0615082385
2439	0.06147914396
2440	0.06144456056
2441	0.06140717892
2442	0.06137843715
2443	0.06132989244
2444	0.06129899219
2445	0.06128119824
2446	0.06125039367
2447	0.0612146264
2448	0.06117844058
2449	0.06115149256
2450	0.06113586904
2451	0.06109339316
2452	0.06105918047
2453	0.06101690191
2454	0.06095894601
2455	0.060934575
2456	0.06090617404
2457	0.06087210485
2458	0.06084914491
2459	0.06082229853
2460	0.06080281249
2461	0.06077815447
2462	0.06075258763
2463	0.06070879036
2464	0.06068198584
2465	0.0606360002
2466	0.06061041542
2467	0.06057889932
2468	0.06055158657
2469	0.06053028286
2470	0.06050960098
2471	0.06048113425
2472	0.06044176753
2473	0.06040456527
2474	0.06035866334
2475	0.06032920407
2476	0.06029889576
2477	0.0602526291
2478	0.06021891268
2479	0.0601844668
2480	0.06014510606
2481	0.06012365885
2482	0.06009977813
2483	0.06007858205
2484	0.06005159217
2485	0.06002444085
2486	0.05999833588
2487	0.05995639813
2488	0.05992275944
2489	0.05990411047
2490	0.0598662505
2491	0.05983875837
2492	0.05979066209
2493	0.05975787243
2494	0.0597152411
2495	0.05967270543
2496	0.05965010425
2497	0.05961057011
2498	0.0595872873
2499	0.05956513456
2500	0.05953657814
2501	0.05948593474
2502	0.0594428191
2503	0.05941001749
2504	0.05937694681
2505	0.05933579233
2506	0.05930053328
2507	0.05926819804
2508	0.05924554903
2509	0.05921040957
2510	0.0591764181
2511	0.05913932346
2512	0.05911991514
2513	0.05909563979
2514	0.05905846742
2515	0.05903844325
2516	0.05901321124
2517	0.05897714501
2518	0.05896659779
2519	0.05894748843
2520	0.05892098286
2521	0.05888302124
2522	0.05885179813
2523	0.05882165126
2524	0.05879143263
2525	0.05875586268
2526	0.058731683
2527	0.05870121923
2528	0.0586781995
2529	0.05866097358
2530	0.05862072792
2531	0.05859385762
2532	0.05857905325
2533	0.05853853256
2534	0.05850457099
2535	0.05848525834
2536	0.05844656128
2537	0.05841408852
2538	0.05838543644
2539	0.05835997124
2540	0.05834170494
2541	0.05830120816
2542	0.05826183546
2543	0.05821946123
2544	0.05817757729
2545	0.05814392066
2546	0.05810525948
2547	0.05807807229
2548	0.05805120797
2549	0.05803066361
2550	0.05801311481
2551	0.05797584079
2552	0.05793608543
2553	0.05789359161
2554	0.05785378244
2555	0.05782043672
2556	0.05780373696
2557	0.05775019966
2558	0.05772894378
2559	0.05769846208
2560	0.05765698472
2561	0.05762246709
2562	0.0576076089
2563	0.05759154891
2564	0.05755298339
2565	0.05752750624
2566	0.05749810676
2567	0.05746485073
2568	0.05743597144
2569	0.05741845253
2570	0.0574081385
2571	0.05737106778
2572	0.0573543441
2573	0.0573095782
2574	0.05727208296
2575	0.05723291355
2576	0.05719138836
2577	0.05715716371
2578	0.05711756978
2579	0.05709639762
2580	0.05706787109
2581	0.05704116821
2582	0.05702208875
2583	0.05699175054
2584	0.05696624349
2585	0.05693488883
2586	0.05692391709
2587	0.05689973144
2588	0.05687153377
2589	0.05683925234
2590	0.05680533861
2591	0.0567750004
2592	0.05673395952
2593	0.05669468847
2594	0.05667040116
2595	0.05665003618
2596	0.05662193418
2597	0.05658679472
2598	0.05655408279
2599	0.05652998084
2600	0.05650339754
2601	0.05647338819
2602	0.05643878088
2603	0.0564121617
2604	0.05638133321
2605	0.05636279785
2606	0.05632877051
2607	0.05630957146
2608	0.05628411224
2609	0.05624604898
2610	0.05621090952
2611	0.05617105251
2612	0.05613724042
2613	0.05611651071
2614	0.05607999604
2615	0.05605915871
2616	0.05603081156
2617	0.05599284396
2618	0.05596414405
2619	0.0559443411
2620	0.05591671743
2621	0.05588097408
2622	0.05586193049
2623	0.05583670446
2624	0.05580109862
2625	0.05577391143
2626	0.05574455381
2627	0.05571728889
2628	0.05568382957
2629	0.05566858274
2630	0.05563875874
2631	0.0556205044
2632	0.05559007053
2633	0.05554874265
2634	0.05552377372
2635	0.05548951319
2636	0.05546337833
2637	0.05543480996
2638	0.05540351509
2639	0.05537772104
2640	0.05535911393
2641	0.05534304197
2642	0.05532227041
2643	0.05529584855
2644	0.05527172268
2645	0.05524247268
2646	0.05520473827
2647	0.05517753314
2648	0.05515622943
2649	0.05511935004
2650	0.05509538561
2651	0.05507656325
2652	0.0550493342
2653	0.05502533389
2654	0.05499574308
2655	0.05497098343
2656	0.05494166766
2657	0.05492656433
2658	0.05489530533
2659	0.05487002549
2660	0.05483546601
2661	0.05480817119
2662	0.05479043703
2663	0.054773241
2664	0.05475301952
2665	0.05472399075
2666	0.0546931503
2667	0.05465910502
2668	0.05464528123
2669	0.05462159782
2670	0.0545847543
2671	0.05456231455
2672	0.05454172834
2673	0.05451351871
2674	0.05448470519
2675	0.05445184379
2676	0.05442649817
2677	0.0544028327
2678	0.05438398642
2679	0.05435134027
2680	0.05432666432
2681	0.05429897488
2682	0.05426014628
2683	0.05422860627
2684	0.05420004387
2685	0.05416278181
2686	0.05412712815
2687	0.05408389292
2688	0.05405599421
2689	0.05403806274
2690	0.05401586814
2691	0.05398120701
2692	0.05395366705
2693	0.05392718539
2694	0.05390272469
2695	0.05387318172
2696	0.05384052958
2697	0.05380431985
2698	0.05377899218
2699	0.05374552688
2700	0.05372501242
2701	0.0536968865
2702	0.05367513435
2703	0.0536503747
2704	0.05363343577
2705	0.05361692136
2706	0.05356819129
2707	0.05354494436
2708	0.05352527893
2709	0.05349754166
2710	0.05347931123
2711	0.05345009711
2712	0.05342863196
2713	0.05341154356
2714	0.05337993777
2715	0.05333867566
2716	0.05331832862
2717	0.05329010105
2718	0.05326483317
2719	0.05323471022
2720	0.05320358874
2721	0.0531646884
2722	0.05313433226
2723	0.05311036185
2724	0.05309123455
2725	0.05306538071
2726	0.05303671069
2727	0.05301020512
2728	0.05298614502
2729	0.05297369045
2730	0.05295862897
2731	0.05293328336
2732	0.05290672996
2733	0.05287948895
2734	0.05286024805
2735	0.05284065438
2736	0.05280134745
2737	0.05278310507
2738	0.05276190898
2739	0.05273986984
2740	0.05272853935
2741	0.0527069307
2742	0.05269001569
2743	0.05266426947
2744	0.05264565638
2745	0.05260975757
2746	0.05258529687
2747	0.05256579288
2748	0.05255181961
2749	0.05251961591
2750	0.05250447073
2751	0.05248247344
2752	0.05245770182
2753	0.05244316053
2754	0.05241956083
2755	0.05238632872
2756	0.05236815808
2757	0.05235016682
2758	0.0523241934
2759	0.05228192679
2760	0.05225597728
2761	0.05223646134
2762	0.05219829643
2763	0.05218256529
2764	0.05215341096
2765	0.05213313566
2766	0.05210917721
2767	0.05208091377
2768	0.05205586711
2769	0.0520318967
2770	0.05200772898
2771	0.05198906208
2772	0.05195864017
2773	0.05194124682
2774	0.05191438848
2775	0.05189172751
2776	0.05186880345
2777	0.05185181669
2778	0.05181728112
2779	0.0517822433
2780	0.05175274816
2781	0.05173010512
2782	0.05170292989
2783	0.05166975159
2784	0.05164386785
2785	0.05162839979
2786	0.05161687199
2787	0.05159701524
2788	0.0515757474
2789	0.05154628216
2790	0.05153054503
2791	0.05151322942
2792	0.05149188385
2793	0.05146900165
2794	0.05145660687
2795	0.05142820591
2796	0.05140320709
2797	0.05138498264
2798	0.0513715475
2799	0.05134758307
2800	0.05132481446
2801	0.05131183373
2802	0.05128108895
2803	0.05126188392
2804	0.05123760857
2805	0.0512157787
2806	0.05118384406
2807	0.05115867782
2808	0.05114007669
2809	0.05112746666
2810	0.05111299114
2811	0.05108166638
2812	0.05104545067
2813	0.05101540545
2814	0.05098573691
2815	0.05095545849
2816	0.05094039104
2817	0.05092516214
2818	0.05091223522
2819	0.05089487775
2820	0.05087744853
2821	0.05085133161
2822	0.05083518193
2823	0.05080222486
2824	0.05076302555
2825	0.05073893556
2826	0.05071297409
2827	0.05069560467
2828	0.05066967309
2829	0.05066051902
2830	0.05063216589
2831	0.05061694298
2832	0.05058618025
2833	0.05056484067
2834	0.05054282544
2835	0.05052891794
2836	0.05050862471
2837	0.0504701728
2838	0.05044894084
2839	0.0504292216
2840	0.0504121332
2841	0.05039255746
2842	0.05037286214
2843	0.05034173469
2844	0.05031680164
2845	0.05029173705
2846	0.0502802212
2847	0.05025198766
2848	0.05023753008
2849	0.05022558972
2850	0.05020592429
2851	0.05018286272
2852	0.05015433021
2853	0.05013026414
2854	0.05010277799
2855	0.05008040401
2856	0.05004936625
2857	0.05002532708
2858	0.05000092318
2859	0.04997918
2860	0.04995874925
2861	0.04994329315
2862	0.04991317319
2863	0.04989211462
2864	0.04986437137
2865	0.04983891813
2866	0.04980711802
2867	0.04978816113
2868	0.04975257921
2869	0.04973360737
2870	0.04970955326
2871	0.04968010594
2872	0.04965188436
2873	0.04963281087
2874	0.0496029241
2875	0.04958713017
2876	0.04956007452
2877	0.04954121031
2878	0.04952195147
2879	0.04950744306
2880	0.04947855181
2881	0.04946212709
2882	0.04944268887
2883	0.04941035064
2884	0.04939699322
2885	0.04938249678
2886	0.04937662226
2887	0.0493477071
2888	0.04932637648
2889	0.04929683948
2890	0.0492759573
2891	0.04924720955
2892	0.04922829153
2893	0.04920588466
2894	0.04918534629
2895	0.04916052983
2896	0.0491387717
2897	0.0491043049
2898	0.04909080697
2899	0.04906655853
2900	0.04905297689
2901	0.04903650732
2902	0.04901661768
2903	0.04899268614
2904	0.0489702135
2905	0.04896164837
2906	0.04892831761
2907	0.04890594961
2908	0.04888777
2909	0.04886478914
2910	0.04883845697
2911	0.04882239697
2912	0.04879426508
2913	0.04876912873
2914	0.04875413303
2915	0.04873542128
2916	0.04871652119
2917	0.04869357321
2918	0.04866272977
2919	0.04864984172
