iter	Passed	Remaining
1688	6177	4794
1689	6180	4790
1690	6182	4786
1691	6185	4781
1692	6187	4776
1693	6190	4772
1694	6192	4768
1695	6195	4763
1696	6198	4759
1697	6200	4754
1698	6203	4750
1699	6206	4746
1700	6209	4742
1701	6211	4737
1702	6214	4733
1703	6217	4728
1704	6219	4724
1705	6222	4719
1706	6228	4717
1707	6230	4713
1708	6236	4711
1709	6239	4707
1710	6245	4704
1711	6247	4700
1712	6250	4696
1713	6256	4693
1714	6259	4690
1715	6265	4688
1716	6268	4683
1717	6273	4681
1718	6276	4677
1719	6279	4673
1720	6285	4671
1721	6289	4667
1722	6294	4664
1723	6299	4662
1724	6303	4658
1725	6305	4654
1726	6312	4652
1727	6315	4648
1728	6321	4646
1729	6326	4644
1730	6329	4639
1731	6331	4635
1732	6334	4631
1733	6337	4626
1734	6340	4622
1735	6343	4618
1736	6345	4614
1737	6348	4609
1738	6351	4605
1739	6353	4600
1740	6356	4596
1741	6359	4592
1742	6361	4588
1743	6364	4583
1744	6367	4579
1745	6370	4575
1746	6373	4570
1747	6375	4566
1748	6378	4562
1749	6381	4557
1750	6383	4553
1751	6386	4549
1752	6389	4545
1753	6392	4541
1754	6395	4536
1755	6397	4532
1756	6400	4528
1757	6403	4523
1758	6406	4519
1759	6409	4515
1760	6412	4511
1761	6416	4507
1762	6419	4504
1763	6422	4500
1764	6425	4495
1765	6431	4493
1766	6437	4492
1767	6440	4487
1768	6446	4486
1769	6449	4481
1770	6453	4478
1771	6458	4476
1772	6461	4471
1773	6467	4469
1774	6473	4467
1775	6476	4463
1776	6479	4459
1777	6485	4457
1778	6488	4453
1779	6494	4450
1780	6497	4447
1781	6500	4442
1782	6506	4441
1783	6510	4437
1784	6516	4435
1785	6522	4433
1786	6525	4429
1787	6528	4425
1788	6531	4421
1789	6534	4417
1790	6537	4413
1791	6540	4409
1792	6543	4404
1793	6546	4400
1794	6548	4396
1795	6551	4392
1796	6554	4387
1797	6557	4383
1798	6559	4379
1799	6562	4375
1800	6565	4370
1801	6567	4366
1802	6570	4362
1803	6572	4357
1804	6575	4353
1805	6578	4349
1806	6581	4344
1807	6583	4340
1808	6586	4336
1809	6589	4332
1810	6591	4327
1811	6594	4323
1812	6597	4319
1813	6600	4315
1814	6603	4311
1815	6605	4306
1816	6609	4303
1817	6612	4299
1818	6615	4294
1819	6617	4290
1820	6620	4286
1821	6623	4282
1822	6626	4278
1823	6632	4276
1824	6635	4271
1825	6640	4269
1826	6643	4265
1827	6649	4263
1828	6651	4258
1829	6654	4254
1830	6660	4252
1831	6663	4248
1832	6668	4245
1833	6671	4241
1834	6677	4239
1835	6680	4235
1836	6683	4231
1837	6689	4228
1838	6692	4224
1839	6698	4222
1840	6700	4218
1841	6703	4214
1842	6709	4212
1843	6715	4210
1844	6718	4205
1845	6724	4203
1846	6726	4199
1847	6729	4195
1848	6732	4190
1849	6735	4186
1850	6737	4182
1851	6740	4178
1852	6743	4174
1853	6746	4170
1854	6749	4166
1855	6752	4162
1856	6755	4157
1857	6758	4153
1858	6760	4149
1859	6763	4145
1860	6767	4142
1861	6770	4138
1862	6773	4133
1863	6776	4129
1864	6778	4125
1865	6782	4121
1866	6785	4117
1867	6788	4113
1868	6791	4109
1869	6793	4105
1870	6796	4101
1871	6799	4097
1872	6803	4093
1873	6806	4089
1874	6810	4086
1875	6814	4083
1876	6819	4079
1877	6822	4076
1878	6825	4072
1879	6828	4067
1880	6831	4063
1881	6836	4061
1882	6839	4057
1883	6845	4055
1884	6848	4051
1885	6854	4048
1886	6856	4044
1887	6859	4040
1888	6866	4038
1889	6872	4036
1890	6877	4033
1891	6881	4029
1892	6883	4025
1893	6889	4023
1894	6892	4018
1895	6898	4017
1896	6904	4014
1897	6908	4010
1898	6911	4007
1899	6918	4005
1900	6924	4003
1901	6927	3999
1902	6930	3995
1903	6933	3991
1904	6935	3986
1905	6938	3982
1906	6941	3978
1907	6943	3974
1908	6946	3970
1909	6949	3965
1910	6951	3961
1911	6954	3957
1912	6957	3953
1913	6960	3949
1914	6963	3945
1915	6966	3941
1916	6968	3936
1917	6971	3932
1918	6974	3928
1919	6977	3924
1920	6980	3920
1921	6983	3916
1922	6987	3913
1923	6990	3909
1924	6993	3905
1925	6996	3901
1926	7000	3897
1927	7002	3893
1928	7007	3890
1929	7010	3886
1930	7012	3882
1931	7015	3878
1932	7018	3874
1933	7021	3870
1934	7024	3866
1935	7027	3862
1936	7033	3859
1937	7038	3857
1938	7041	3852
1939	7044	3848
1940	7050	3846
1941	7053	3842
1942	7059	3840
1943	7066	3838
1944	7069	3834
1945	7076	3832
1946	7079	3828
1947	7085	3826
1948	7088	3822
1949	7094	3820
1950	7097	3816
1951	7099	3811
1952	7105	3809
1953	7109	3805
1954	7115	3803
1955	7121	3801
1956	7124	3796
1957	7127	3793
1958	7130	3789
1959	7133	3785
1960	7135	3780
1961	7139	3777
1962	7142	3772
1963	7144	3768
1964	7147	3764
1965	7150	3760
1966	7153	3756
1967	7156	3752
1968	7159	3748
1969	7162	3744
1970	7166	3741
1971	7168	3736
1972	7171	3733
1973	7174	3729
1974	7177	3725
1975	7180	3720
1976	7182	3716
1977	7185	3712
1978	7189	3708
1979	7192	3705
1980	7196	3701
1981	7199	3697
1982	7203	3694
1983	7207	3690
1984	7210	3687
1985	7214	3683
1986	7216	3679
1987	7220	3675
1988	7223	3671
1989	7225	3667
1990	7230	3664
1991	7233	3660
1992	7239	3658
1993	7245	3655
1994	7248	3651
1995	7251	3647
1996	7257	3644
1997	7260	3641
1998	7265	3638
1999	7268	3634
2000	7275	3632
2001	7277	3628
2002	7280	3623
2003	7287	3621
2004	7289	3617
2005	7295	3614
2006	7298	3610
2007	7303	3608
2008	7306	3604
2009	7313	3602
2010	7315	3597
2011	7321	3595
2012	7324	3591
2013	7330	3588
2014	7332	3584
2015	7335	3580
2016	7338	3576
2017	7341	3572
2018	7344	3568
2019	7347	3564
2020	7350	3560
2021	7353	3556
2022	7356	3552
2023	7359	3549
2024	7363	3545
2025	7366	3541
2026	7369	3537
2027	7372	3533
2028	7375	3529
2029	7378	3525
2030	7381	3521
2031	7384	3517
2032	7388	3514
2033	7391	3510
2034	7394	3506
2035	7398	3502
2036	7402	3499
2037	7405	3495
2038	7409	3492
2039	7414	3489
2040	7417	3485
2041	7421	3481
2042	7423	3477
2043	7427	3473
2044	7430	3469
2045	7433	3466
2046	7440	3463
2047	7446	3461
2048	7450	3457
2049	7457	3455
2050	7460	3451
2051	7466	3449
2052	7469	3445
2053	7475	3443
2054	7478	3439
2055	7485	3436
2056	7488	3433
2057	7494	3430
2058	7497	3426
2059	7503	3424
2060	7511	3422
2061	7513	3417
2062	7516	3413
2063	7521	3411
2064	7524	3407
2065	7530	3404
2066	7534	3400
2067	7537	3397
2068	7540	3393
2069	7543	3388
2070	7545	3384
2071	7548	3380
2072	7551	3377
2073	7554	3372
2074	7557	3368
2075	7559	3364
2076	7562	3360
2077	7565	3356
2078	7567	3352
2079	7570	3348
2080	7572	3344
2081	7575	3340
2082	7577	3335
2083	7580	3331
2084	7582	3327
2085	7585	3323
2086	7587	3319
2087	7590	3315
2088	7593	3311
2089	7596	3307
2090	7599	3303
2091	7602	3299
2092	7604	3295
2093	7608	3291
2094	7612	3288
2095	7614	3284
2096	7617	3280
2097	7620	3276
2098	7623	3272
2099	7626	3268
2100	7629	3264
2101	7632	3260
2102	7635	3256
2103	7641	3254
2104	7648	3251
2105	7651	3247
2106	7656	3245
2107	7659	3241
2108	7667	3239
2109	7669	3235
2110	7675	3232
2111	7678	3228
2112	7684	3225
2113	7687	3221
2114	7690	3217
2115	7696	3215
2116	7699	3211
2117	7704	3208
2118	7711	3206
2119	7714	3202
2120	7718	3198
2121	7724	3195
2122	7726	3191
2123	7732	3189
2124	7735	3185
2125	7738	3181
2126	7740	3177
2127	7743	3173
2128	7746	3169
2129	7749	3165
2130	7751	3161
2131	7754	3157
2132	7757	3153
2133	7759	3149
2134	7762	3144
2135	7765	3141
2136	7768	3137
2137	7771	3133
2138	7773	3129
2139	7776	3125
2140	7779	3121
2141	7781	3117
2142	7784	3113
2143	7787	3109
2144	7789	3105
2145	7792	3100
2146	7794	3096
2147	7797	3092
2148	7799	3088
2149	7802	3084
2150	7805	3080
2151	7809	3077
2152	7812	3073
2153	7814	3069
2154	7817	3065
2155	7820	3061
2156	7823	3057
2157	7825	3053
2158	7829	3049
2159	7832	3045
2160	7834	3041
2161	7837	3037
2162	7843	3035
2163	7846	3031
2164	7852	3028
2165	7858	3025
2166	7860	3021
2167	7863	3017
2168	7866	3013
2169	7872	3011
2170	7878	3008
2171	7881	3004
2172	7883	3000
2173	7886	2996
2174	7892	2993
2175	7898	2990
2176	7900	2986
2177	7906	2984
2178	7914	2982
2179	7918	2978
2180	7921	2974
2181	7929	2972
2182	7935	2969
2183	7938	2966
2184	7941	2962
2185	7945	2958
2186	7949	2955
2187	7952	2951
2188	7955	2947
2189	7958	2943
2190	7963	2940
2191	7966	2936
2192	7969	2932
2193	7971	2928
2194	7974	2924
2195	7978	2921
2196	7981	2917
2197	7984	2913
2198	7986	2909
2199	7990	2905
2200	7994	2902
2201	7997	2898
2202	8000	2894
2203	8003	2890
2204	8005	2886
2205	8010	2883
2206	8013	2879
2207	8016	2875
2208	8018	2871
2209	8021	2867
2210	8024	2863
2211	8029	2860
2212	8032	2856
2213	8035	2852
2214	8037	2848
2215	8045	2846
2216	8050	2843
2217	8053	2839
2218	8061	2837
2219	8064	2833
2220	8066	2829
2221	8072	2826
2222	8079	2824
2223	8082	2820
2224	8088	2817
2225	8091	2813
2226	8094	2809
2227	8099	2806
2228	8102	2802
2229	8109	2800
2230	8115	2797
2231	8117	2793
2232	8120	2789
2233	8122	2785
2234	8129	2782
2235	8135	2779
2236	8138	2775
2237	8141	2771
2238	8144	2768
2239	8146	2764
2240	8149	2760
2241	8151	2756
2242	8154	2752
2243	8157	2748
2244	8162	2744
2245	8165	2741
2246	8167	2737
2247	8170	2733
2248	8173	2729
2249	8178	2726
2250	8180	2722
2251	8183	2718
2252	8186	2714
2253	8189	2710
2254	8193	2706
2255	8196	2703
2256	8199	2699
2257	8202	2695
2258	8205	2691
2259	8209	2688
2260	8213	2684
2261	8216	2680
2262	8218	2676
2263	8221	2672
2264	8226	2669
2265	8229	2665
2266	8231	2661
2267	8235	2657
2268	8238	2654
2269	8245	2651
2270	8251	2648
2271	8255	2645
2272	8262	2642
2273	8265	2638
2274	8267	2634
2275	8273	2631
2276	8279	2629
2277	8282	2625
2278	8287	2622
2279	8290	2618
2280	8293	2614
2281	8299	2611
2282	8302	2607
2283	8308	2604
2284	8311	2600
2285	8317	2597
2286	8319	2593
2287	8322	2590
2288	8328	2587
2289	8334	2584
2290	8337	2580
2291	8340	2576
2292	8343	2572
2293	8346	2568
2294	8348	2564
2295	8351	2560
2296	8354	2556
2297	8358	2553
2298	8362	2549
2299	8365	2545
2300	8367	2541
2301	8370	2538
2302	8375	2534
2303	8378	2531
2304	8381	2527
2305	8384	2523
2306	8386	2519
2307	8389	2515
2308	8392	2511
2309	8395	2507
2310	8397	2503
2311	8400	2499
2312	8402	2495
2313	8406	2492
2314	8410	2488
2315	8413	2484
2316	8416	2480
2317	8419	2477
2318	8422	2473
2319	8425	2469
2320	8429	2465
2321	8431	2461
2322	8434	2458
2323	8437	2454
2324	8441	2450
2325	8447	2447
2326	8453	2444
2327	8457	2441
2328	8463	2438
2329	8469	2435
2330	8473	2431
2331	8475	2427
2332	8482	2424
2333	8484	2421
2334	8490	2418
2335	8493	2414
2336	8499	2411
2337	8502	2407
2338	8509	2404
2339	8513	2401
2340	8518	2398
2341	8521	2394
2342	8527	2391
2343	8530	2387
2344	8536	2384
2345	8539	2380
2346	8542	2376
2347	8545	2372
2348	8548	2369
2349	8550	2365
2350	8553	2361
2351	8556	2357
2352	8559	2353
2353	8562	2349
2354	8565	2345
2355	8568	2342
2356	8571	2338
2357	8574	2334
2358	8576	2330
2359	8579	2326
2360	8582	2322
2361	8585	2319
2362	8588	2315
2363	8590	2311
2364	8593	2307
2365	8596	2303
2366	8599	2299
2367	8601	2295
2368	8605	2292
2369	8608	2288
2370	8611	2284
2371	8613	2280
2372	8616	2276
2373	8619	2272
2374	8622	2268
2375	8624	2265
2376	8627	2261
2377	8629	2257
2378	8632	2253
2379	8635	2249
2380	8637	2245
2381	8643	2242
2382	8646	2238
2383	8649	2235
2384	8654	2231
2385	8658	2228
2386	8663	2224
2387	8666	2221
2388	8672	2217
2389	8675	2214
2390	8681	2211
2391	8683	2207
2392	8686	2203
2393	8692	2200
2394	8694	2196
2395	8700	2193
2396	8702	2189
2397	8709	2186
2398	8712	2182
2399	8714	2178
2400	8720	2175
2401	8723	2171
2402	8729	2168
2403	8731	2164
2404	8737	2161
2405	8739	2157
2406	8743	2153
2407	8745	2150
2408	8748	2146
2409	8751	2142
2410	8754	2138
2411	8758	2135
2412	8761	2131
2413	8764	2127
2414	8767	2123
2415	8769	2119
2416	8772	2115
2417	8775	2112
2418	8778	2108
2419	8780	2104
2420	8783	2100
2421	8786	2096
2422	8789	2093
2423	8792	2089
2424	8794	2085
2425	8797	2081
2426	8800	2077
2427	8803	2073
2428	8806	2070
2429	8810	2066
2430	8812	2062
2431	8815	2058
2432	8817	2054
2433	8820	2051
2434	8823	2047
2435	8825	2043
2436	8828	2039
2437	8831	2035
2438	8834	2031
2439	8836	2028
2440	8842	2025
2441	8845	2021
2442	8851	2018
2443	8854	2014
2444	8857	2010
2445	8863	2007
2446	8865	2003
2447	8872	2000
2448	8875	1996
2449	8878	1993
2450	8883	1989
2451	8887	1986
2452	8893	1983
2453	8899	1979
2454	8901	1976
2455	8904	1972
2456	8911	1969
2457	8913	1965
2458	8919	1962
2459	8922	1958
2460	8927	1955
2461	8930	1951
2462	8933	1947
2463	8939	1944
2464	8943	1941
2465	8946	1937
2466	8948	1933
2467	8951	1929
2468	8955	1925
2469	8957	1922
2470	8961	1918
2471	8964	1914
2472	8966	1910
2473	8970	1907
2474	8973	1903
2475	8977	1899
2476	8980	1896
2477	8982	1892
2478	8986	1888
2479	8989	1884
2480	8992	1881
2481	8995	1877
2482	8997	1873
2483	9001	1869
2484	9004	1866
2485	9008	1862
2486	9011	1858
2487	9014	1855
2488	9017	1851
2489	9022	1847
2490	9025	1844
2491	9028	1840
2492	9031	1836
2493	9034	1832
2494	9037	1829
2495	9040	1825
2496	9046	1822
2497	9049	1818
2498	9055	1815
2499	9061	1812
2500	9063	1808
2501	9066	1804
2502	9073	1801
2503	9077	1798
2504	9083	1794
2505	9085	1791
2506	9092	1787
2507	9094	1784
2508	9097	1780
2509	9106	1777
2510	9112	1774
2511	9118	1771
2512	9121	1767
2513	9124	1763
2514	9130	1760
2515	9132	1756
2516	9138	1753
2517	9141	1749
2518	9144	1746
2519	9146	1742
2520	9149	1738
2521	9152	1734
2522	9157	1731
2523	9160	1727
2524	9163	1723
2525	9165	1719
2526	9168	1716
2527	9171	1712
2528	9175	1708
2529	9177	1704
2530	9180	1701
2531	9183	1697
2532	9185	1693
2533	9188	1689
2534	9191	1686
2535	9194	1682
2536	9197	1678
2537	9201	1674
2538	9204	1671
2539	9208	1667
2540	9210	1663
2541	9213	1660
2542	9216	1656
2543	9219	1652
2544	9222	1648
2545	9225	1645
2546	9228	1641
2547	9231	1637
2548	9233	1633
2549	9236	1630
2550	9239	1626
2551	9245	1623
2552	9248	1619
2553	9253	1615
2554	9260	1612
2555	9262	1609
2556	9268	1605
2557	9271	1602
2558	9274	1598
2559	9280	1595
2560	9282	1591
2561	9288	1587
2562	9291	1584
2563	9297	1580
2564	9300	1577
2565	9303	1573
2566	9310	1570
2567	9317	1567
2568	9320	1563
2569	9325	1560
2570	9328	1556
2571	9331	1552
2572	9336	1549
2573	9339	1545
2574	9342	1541
2575	9346	1538
2576	9349	1534
2577	9352	1530
2578	9355	1527
2579	9358	1523
2580	9360	1519
2581	9363	1515
2582	9366	1512
2583	9369	1508
2584	9372	1504
2585	9375	1500
2586	9377	1497
2587	9379	1493
2588	9382	1489
2589	9385	1485
2590	9388	1481
2591	9391	1478
2592	9394	1474
2593	9397	1470
2594	9400	1467
2595	9403	1463
2596	9407	1459
2597	9410	1456
2598	9412	1452
2599	9416	1448
2600	9419	1445
2601	9422	1441
2602	9425	1437
2603	9428	1433
2604	9433	1430
2605	9436	1426
2606	9440	1423
2607	9446	1419
2608	9454	1416
2609	9458	1413
2610	9464	1410
2611	9468	1406
2612	9474	1403
2613	9477	1399
2614	9483	1396
2615	9486	1392
2616	9491	1389
2617	9494	1385
2618	9498	1381
2619	9505	1378
2620	9511	1375
2621	9514	1371
2622	9520	1368
2623	9523	1364
2624	9526	1360
2625	9531	1357
2626	9538	1354
2627	9540	1350
2628	9543	1346
2629	9546	1343
2630	9548	1339
2631	9551	1335
2632	9554	1331
2633	9557	1327
2634	9559	1324
2635	9563	1320
2636	9565	1316
2637	9569	1313
2638	9571	1309
2639	9574	1305
2640	9576	1301
2641	9579	1298
2642	9581	1294
2643	9584	1290
2644	9587	1286
2645	9590	1283
2646	9593	1279
2647	9596	1275
2648	9599	1271
2649	9602	1268
2650	9605	1264
2651	9608	1260
2652	9611	1257
2653	9616	1253
2654	9618	1249
2655	9621	1246
2656	9624	1242
2657	9626	1238
2658	9629	1234
2659	9634	1231
2660	9637	1227
2661	9639	1223
2662	9642	1220
2663	9648	1216
2664	9654	1213
2665	9657	1209
2666	9663	1206
2667	9666	1202
2668	9668	1199
2669	9674	1195
2670	9678	1192
2671	9684	1188
2672	9690	1185
2673	9693	1181
2674	9697	1178
2675	9704	1174
2676	9711	1171
2677	9718	1168
2678	9721	1164
2679	9727	1161
2680	9732	1157
2681	9738	1154
2682	9741	1150
2683	9744	1147
2684	9749	1143
2685	9753	1140
2686	9756	1136
2687	9759	1132
2688	9762	1129
2689	9767	1125
2690	9770	1121
2691	9773	1118
2692	9776	1114
2693	9780	1110
2694	9783	1107
2695	9786	1103
2696	9789	1099
2697	9792	1096
2698	9795	1092
2699	9799	1088
2700	9801	1085
2701	9805	1081
2702	9809	1077
2703	9812	1074
2704	9815	1070
2705	9818	1066
2706	9821	1063
2707	9824	1059
2708	9827	1055
2709	9832	1052
2710	9835	1048
2711	9838	1044
2712	9841	1041
2713	9848	1037
2714	9854	1034
2715	9857	1030
2716	9864	1027
2717	9867	1023
2718	9869	1020
2719	9875	1016
2720	9878	1012
2721	9884	1009
2722	9890	1006
2723	9894	1002
2724	9901	999
2725	9905	995
2726	9911	992
2727	9918	988
2728	9921	985
2729	9924	981
2730	9927	977
2731	9937	974
2732	9940	971
2733	9944	967
2734	9949	963
2735	9952	960
2736	9955	956
2737	9957	952
2738	9961	949
2739	9966	945
2740	9969	942
2741	9972	938
2742	9975	934
2743	9979	931
2744	9983	927
2745	9986	923
2746	9989	920
2747	9992	916
2748	9995	912
2749	9998	908
2750	10000	905
2751	10003	901
2752	10007	897
2753	10010	894
2754	10015	890
2755	10018	887
2756	10021	883
2757	10024	879
2758	10027	875
2759	10031	872
2760	10034	868
2761	10037	864
2762	10040	861
2763	10047	857
2764	10049	854
2765	10055	850
2766	10061	847
2767	10064	843
2768	10066	839
2769	10070	836
2770	10075	832
2771	10077	828
2772	10084	825
2773	10089	822
2774	10092	818
2775	10098	814
2776	10101	811
2777	10104	807
2778	10111	804
2779	10114	800
2780	10120	796
2781	10123	793
2782	10126	789
2783	10132	786
2784	10138	782
2785	10141	778
2786	10143	775
2787	10146	771
2788	10149	767
2789	10152	764
2790	10154	760
2791	10157	756
2792	10160	753
2793	10163	749
2794	10165	745
2795	10169	741
2796	10171	738
2797	10174	734
2798	10177	730
2799	10180	727
2800	10182	723
2801	10185	719
2802	10187	716
2803	10190	712
2804	10193	708
2805	10196	704
2806	10199	701
2807	10202	697
2808	10205	693
2809	10208	690
2810	10211	686
2811	10214	682
2812	10217	679
2813	10220	675
2814	10223	671
2815	10225	668
2816	10228	664
2817	10231	660
2818	10234	657
2819	10237	653
2820	10244	650
2821	10248	646
2822	10254	642
2823	10258	639
2824	10265	635
2825	10271	632
2826	10275	628
2827	10278	625
2828	10284	621
2829	10286	617
2830	10292	614
2831	10298	610
2832	10302	607
2833	10306	603
2834	10312	600
2835	10318	596
2836	10321	593
2837	10327	589
2838	10330	585
2839	10333	582
2840	10338	578
2841	10341	574
2842	10344	571
2843	10347	567
2844	10350	563
2845	10353	560
2846	10355	556
2847	10358	552
2848	10361	549
2849	10363	545
2850	10366	541
2851	10369	538
2852	10372	534
2853	10375	530
2854	10378	527
2855	10381	523
2856	10384	519
2857	10388	516
2858	10391	512
2859	10394	508
2860	10397	505
2861	10399	501
2862	10402	497
2863	10406	494
2864	10409	490
2865	10411	486
2866	10414	483
2867	10417	479
2868	10420	475
2869	10423	472
2870	10425	468
2871	10428	464
2872	10431	461
2873	10434	457
2874	10437	453
2875	10440	450
2876	10445	446
2877	10449	442
2878	10454	439
2879	10457	435
2880	10463	432
2881	10466	428
2882	10468	424
2883	10474	421
2884	10476	417
2885	10482	414
2886	10485	410
2887	10490	406
2888	10494	403
2889	10496	399
2890	10502	395
2891	10506	392
2892	10514	388
2893	10516	385
2894	10522	381
2895	10524	377
2896	10530	374
2897	10534	370
2898	10536	367
2899	10539	363
2900	10541	359
2901	10544	356
2902	10547	352
2903	10550	348
2904	10553	345
2905	10555	341
2906	10558	337
2907	10561	334
2908	10563	330
2909	10566	326
2910	10569	323
2911	10572	319
2912	10575	315
2913	10578	312
2914	10581	308
2915	10584	304
2916	10586	301
2917	10589	297
2918	10592	293
2919	10594	290
2920	10597	286
2921	10599	282
2922	10602	279
2923	10605	275
2924	10608	272
2925	10611	268
2926	10613	264
2927	10616	261
2928	10618	257
2929	10621	253
2930	10624	250
2931	10627	246
2932	10629	242
2933	10632	239
2934	10635	235
2935	10641	231
2936	10644	228
2937	10650	224
2938	10652	221
2939	10659	217
2940	10661	213
2941	10664	210
2942	10669	206
2943	10672	203
2944	10678	199
2945	10681	195
2946	10687	192
2947	10690	188
2948	10693	184
2949	10698	181
2950	10701	177
2951	10707	174
2952	10713	170
2953	10716	166
2954	10721	163
2955	10724	159
2956	10728	156
2957	10733	152
2958	10736	148
2959	10742	145
2960	10745	141
2961	10747	137
2962	10750	134
2963	10753	130
2964	10756	126
2965	10758	123
2966	10761	119
2967	10764	116
2968	10767	112
2969	10770	108
2970	10773	105
2971	10775	101
2972	10778	97
2973	10780	94
2974	10784	90
2975	10787	86
2976	10791	83
2977	10794	79
2978	10797	76
2979	10801	72
2980	10803	68
2981	10807	65
2982	10810	61
2983	10813	57
2984	10815	54
2985	10818	50
2986	10821	47
2987	10823	43
2988	10826	39
2989	10829	36
2990	10831	32
2991	10834	28
2992	10836	25
2993	10839	21
2994	10842	18
2995	10848	14
2996	10850	10
2997	10853	7
2998	10860	3
2999	10863	0
