iter	Passed	Remaining
339	1446	11319
340	1449	11305
341	1456	11319
342	1459	11306
343	1465	11316
344	1468	11299
345	1471	11286
346	1473	11268
347	1476	11249
348	1479	11235
349	1481	11217
350	1484	11201
351	1487	11188
352	1489	11171
353	1492	11155
354	1495	11139
355	1497	11123
356	1500	11108
357	1503	11096
358	1506	11083
359	1509	11069
360	1511	11053
361	1515	11042
362	1517	11025
363	1521	11015
364	1523	11000
365	1526	10988
366	1529	10976
367	1532	10963
368	1536	10955
369	1539	10940
370	1541	10924
371	1544	10910
372	1546	10893
373	1549	10879
374	1552	10865
375	1555	10854
376	1558	10841
377	1560	10825
378	1563	10813
379	1566	10800
380	1568	10784
381	1571	10773
382	1574	10760
383	1580	10768
384	1586	10775
385	1589	10766
386	1592	10753
387	1597	10755
388	1602	10754
389	1607	10761
390	1614	10771
391	1616	10757
392	1625	10779
393	1628	10768
394	1630	10755
395	1637	10764
396	1644	10783
397	1647	10767
398	1649	10752
399	1656	10767
400	1662	10774
401	1665	10761
402	1667	10745
403	1675	10765
404	1678	10752
405	1680	10738
406	1683	10725
407	1688	10725
408	1690	10711
409	1693	10698
410	1696	10684
411	1698	10672
412	1701	10658
413	1706	10659
414	1709	10646
415	1712	10637
416	1715	10623
417	1717	10609
418	1722	10607
419	1724	10596
420	1727	10582
421	1730	10569
422	1733	10560
423	1738	10565
424	1741	10551
425	1744	10537
426	1746	10524
427	1749	10511
428	1753	10511
429	1756	10498
430	1759	10486
431	1761	10472
432	1764	10460
433	1767	10450
434	1774	10460
435	1776	10449
436	1782	10453
437	1785	10444
438	1796	10481
439	1799	10468
440	1804	10471
441	1810	10478
442	1813	10470
443	1825	10508
444	1828	10497
445	1831	10489
446	1839	10505
447	1845	10511
448	1848	10503
449	1856	10519
450	1859	10509
451	1865	10516
452	1873	10533
453	1876	10521
454	1879	10510
455	1882	10501
456	1886	10497
457	1889	10487
458	1892	10475
459	1894	10461
460	1897	10450
461	1900	10438
462	1905	10440
463	1908	10429
464	1910	10416
465	1914	10408
466	1916	10397
467	1921	10395
468	1924	10384
469	1926	10372
470	1929	10360
471	1932	10347
472	1936	10347
473	1939	10334
474	1941	10322
475	1944	10311
476	1947	10299
477	1949	10287
478	1955	10289
479	1957	10276
480	1959	10264
481	1962	10253
482	1965	10241
483	1970	10243
484	1973	10231
485	1975	10218
486	1981	10222
487	1984	10215
488	1991	10226
489	1994	10214
490	1996	10203
491	2004	10220
492	2010	10222
493	2016	10229
494	2021	10229
495	2024	10218
496	2030	10224
497	2038	10239
498	2041	10229
499	2047	10235
500	2050	10227
501	2053	10216
502	2058	10219
503	2070	10254
504	2073	10242
505	2075	10230
506	2078	10221
507	2081	10212
508	2086	10213
509	2089	10201
510	2092	10191
511	2095	10181
512	2098	10171
513	2102	10171
514	2105	10159
515	2108	10148
516	2111	10139
517	2114	10133
518	2122	10144
519	2125	10134
520	2127	10123
521	2130	10112
522	2133	10104
523	2139	10111
524	2142	10102
525	2145	10093
526	2149	10088
527	2154	10088
528	2157	10079
529	2160	10069
530	2163	10061
531	2168	10062
532	2171	10051
533	2174	10041
534	2177	10033
535	2186	10050
536	2189	10040
537	2192	10031
538	2195	10023
539	2198	10016
540	2219	10087
541	2229	10110
542	2235	10113
543	2238	10104
544	2243	10106
545	2246	10097
546	2258	10129
547	2265	10135
548	2270	10138
549	2273	10128
550	2276	10116
551	2278	10104
552	2281	10093
553	2288	10105
554	2291	10094
555	2294	10083
556	2296	10071
557	2301	10071
558	2304	10061
559	2306	10050
560	2309	10039
561	2311	10028
562	2314	10020
563	2320	10020
564	2322	10009
565	2325	9998
566	2327	9989
567	2330	9979
568	2335	9977
569	2338	9967
570	2340	9957
571	2343	9947
572	2345	9936
573	2352	9944
574	2356	9938
575	2359	9929
576	2362	9921
577	2367	9920
578	2370	9912
579	2373	9904
580	2376	9894
581	2379	9884
582	2386	9895
583	2390	9888
584	2396	9892
585	2401	9892
586	2406	9894
587	2410	9886
588	2419	9904
589	2422	9895
590	2427	9896
591	2430	9886
592	2438	9897
593	2443	9898
594	2446	9889
595	2454	9900
596	2457	9891
597	2462	9891
598	2467	9888
599	2469	9878
600	2476	9883
601	2478	9873
602	2481	9865
603	2485	9861
604	2488	9851
605	2491	9841
606	2494	9834
607	2498	9827
608	2502	9825
609	2505	9815
610	2508	9806
611	2511	9798
612	2518	9807
613	2520	9796
614	2523	9788
615	2526	9778
616	2529	9768
617	2535	9773
618	2538	9763
619	2540	9752
620	2543	9744
621	2551	9754
622	2554	9746
623	2557	9736
624	2560	9729
625	2562	9719
626	2568	9719
627	2570	9709
628	2573	9699
629	2576	9690
630	2578	9682
631	2586	9691
632	2589	9683
633	2595	9685
634	2602	9694
635	2605	9686
636	2608	9677
637	2614	9680
638	2617	9670
639	2622	9671
640	2625	9662
641	2634	9677
642	2638	9670
643	2640	9660
644	2646	9662
645	2649	9654
646	2654	9655
647	2657	9646
648	2663	9649
649	2667	9645
650	2670	9635
651	2673	9626
652	2678	9625
653	2681	9618
654	2684	9610
655	2687	9602
656	2690	9593
657	2692	9584
658	2695	9576
659	2699	9569
660	2701	9561
661	2704	9551
662	2707	9542
663	2709	9532
664	2713	9527
665	2716	9519
666	2720	9514
667	2722	9505
668	2725	9496
669	2728	9487
670	2731	9480
671	2734	9471
672	2736	9462
673	2739	9453
674	2742	9445
675	2744	9435
676	2747	9429
677	2750	9420
678	2753	9411
679	2755	9402
680	2758	9395
681	2761	9385
682	2764	9377
683	2767	9370
684	2770	9362
685	2772	9352
686	2775	9343
687	2778	9336
688	2781	9328
689	2784	9320
690	2786	9312
691	2792	9314
692	2798	9317
693	2801	9309
694	2804	9301
695	2807	9292
696	2814	9297
697	2820	9300
698	2822	9291
699	2828	9292
700	2831	9286
701	2834	9278
702	2840	9280
703	2842	9271
704	2848	9273
705	2851	9265
706	2857	9266
707	2859	9257
708	2862	9249
709	2868	9251
710	2871	9243
711	2876	9244
712	2879	9235
713	2882	9228
714	2885	9220
715	2887	9212
716	2890	9203
717	2892	9194
718	2895	9187
719	2898	9179
720	2901	9170
721	2904	9164
722	2907	9158
723	2910	9149
724	2914	9144
725	2916	9135
726	2919	9127
727	2921	9118
728	2924	9110
729	2926	9101
730	2929	9092
731	2931	9084
732	2934	9076
733	2937	9068
734	2940	9060
735	2942	9052
736	2945	9044
737	2948	9036
738	2951	9028
739	2953	9021
740	2956	9014
741	2959	9005
742	2962	8997
743	2967	8998
744	2970	8991
745	2973	8983
746	2976	8975
747	2978	8968
748	2982	8962
749	2984	8953
750	2987	8946
751	2990	8939
752	2996	8942
753	2999	8935
754	3005	8938
755	3008	8930
756	3015	8935
757	3018	8927
758	3024	8928
759	3026	8921
760	3032	8921
761	3035	8915
762	3041	8916
763	3043	8907
764	3046	8901
765	3052	8903
766	3055	8895
767	3061	8896
768	3064	8890
769	3067	8882
770	3072	8882
771	3074	8873
772	3080	8875
773	3083	8868
774	3086	8861
775	3088	8852
776	3091	8845
777	3094	8839
778	3097	8832
779	3100	8823
780	3102	8815
781	3105	8808
782	3107	8800
783	3110	8792
784	3114	8787
785	3116	8779
786	3119	8772
787	3122	8764
788	3124	8757
789	3127	8750
790	3130	8743
791	3133	8737
792	3137	8731
793	3141	8726
794	3144	8720
795	3147	8714
796	3150	8707
797	3152	8699
798	3155	8692
799	3158	8686
800	3161	8679
801	3163	8671
802	3166	8663
803	3169	8655
804	3171	8648
805	3174	8641
806	3177	8634
807	3180	8627
808	3182	8620
809	3189	8623
810	3193	8618
811	3196	8614
812	3202	8615
813	3205	8608
814	3211	8610
815	3214	8603
816	3217	8596
817	3222	8596
818	3225	8588
819	3231	8590
820	3236	8590
821	3239	8584
822	3245	8584
823	3248	8579
824	3251	8572
825	3257	8573
826	3260	8567
827	3266	8568
828	3269	8561
829	3275	8563
830	3278	8556
831	3281	8551
832	3287	8551
833	3289	8544
834	3292	8536
835	3295	8530
836	3298	8524
837	3301	8517
838	3303	8509
839	3306	8503
840	3309	8497
841	3313	8491
842	3315	8484
843	3318	8476
844	3320	8469
845	3323	8462
846	3327	8457
847	3330	8452
848	3333	8445
849	3335	8438
850	3338	8431
851	3341	8423
852	3344	8417
853	3348	8415
854	3351	8408
855	3354	8400
856	3357	8394
857	3359	8387
858	3363	8382
859	3365	8375
860	3368	8368
861	3370	8360
862	3373	8352
863	3375	8345
864	3378	8338
865	3381	8332
866	3384	8325
867	3387	8319
868	3390	8313
869	3392	8306
870	3398	8307
871	3401	8301
872	3407	8301
873	3409	8294
874	3413	8290
875	3419	8290
876	3421	8283
877	3427	8284
878	3430	8278
879	3437	8280
880	3440	8273
881	3443	8268
882	3449	8269
883	3454	8269
884	3457	8263
885	3464	8265
886	3466	8258
887	3469	8251
888	3474	8251
889	3478	8245
890	3483	8245
891	3486	8238
892	3492	8239
893	3495	8234
894	3498	8227
895	3500	8220
896	3503	8214
897	3506	8207
898	3509	8201
899	3512	8195
900	3515	8189
901	3518	8183
902	3521	8177
903	3523	8170
904	3526	8163
905	3528	8156
906	3531	8149
907	3534	8142
908	3537	8137
909	3540	8131
910	3543	8126
911	3546	8120
912	3549	8113
913	3552	8107
914	3554	8100
915	3557	8093
916	3561	8088
917	3563	8082
918	3566	8076
919	3569	8069
920	3571	8062
921	3574	8056
922	3577	8049
923	3579	8043
924	3582	8036
925	3584	8029
926	3587	8022
927	3589	8014
928	3592	8009
929	3595	8003
930	3598	7997
931	3605	8000
932	3612	8003
933	3615	7997
934	3621	7998
935	3624	7991
936	3630	7992
937	3632	7986
938	3638	7987
939	3642	7981
940	3645	7975
941	3650	7976
942	3653	7969
943	3659	7969
944	3662	7963
945	3667	7964
946	3670	7957
947	3673	7950
948	3679	7951
949	3682	7945
950	3687	7945
951	3693	7945
952	3696	7938
953	3698	7932
954	3701	7927
955	3704	7921
956	3707	7914
957	3710	7909
958	3713	7902
959	3716	7896
960	3718	7889
961	3721	7884
962	3724	7877
963	3727	7871
964	3729	7865
965	3732	7858
966	3734	7851
967	3737	7845
968	3739	7838
969	3742	7832
970	3745	7827
971	3748	7820
972	3751	7815
973	3753	7808
974	3756	7802
975	3759	7796
976	3761	7789
977	3764	7783
978	3767	7777
979	3770	7771
980	3772	7764
981	3775	7758
982	3777	7751
983	3780	7744
984	3782	7738
985	3785	7732
986	3788	7726
987	3791	7720
988	3794	7715
989	3796	7709
990	3799	7703
991	3805	7703
992	3808	7696
993	3814	7697
994	3817	7692
995	3819	7686
996	3825	7685
997	3828	7680
998	3834	7680
999	3836	7673
1000	3842	7674
1001	3845	7668
1002	3848	7661
1003	3853	7660
1004	3856	7654
1005	3862	7654
1006	3864	7648
1007	3870	7648
1008	3872	7642
1009	3875	7636
1010	3881	7635
1011	3883	7629
1012	3889	7629
1013	3892	7624
1014	3895	7619
1015	3898	7613
1016	3901	7606
1017	3904	7601
1018	3907	7596
1019	3911	7592
1020	3914	7586
1021	3916	7580
1022	3919	7574
1023	3922	7569
1024	3925	7564
1025	3928	7558
1026	3931	7552
1027	3934	7547
1028	3936	7540
1029	3939	7534
1030	3942	7528
1031	3944	7523
1032	3947	7517
1033	3950	7510
1034	3952	7504
1035	3955	7499
1036	3959	7495
1037	3962	7490
1038	3965	7483
1039	3967	7477
1040	3970	7471
1041	3973	7465
1042	3975	7459
1043	3978	7453
1044	3984	7453
1045	3987	7448
1046	3989	7442
1047	3992	7437
1048	3995	7431
1049	3998	7425
1050	4000	7419
1051	4006	7419
1052	4010	7415
1053	4015	7414
1054	4018	7409
1055	4024	7408
1056	4027	7403
1057	4030	7398
1058	4036	7398
1059	4042	7398
1060	4045	7393
1061	4052	7395
1062	4056	7392
1063	4059	7385
1064	4062	7380
1065	4068	7380
1066	4070	7374
1067	4076	7375
1068	4082	7374
1069	4085	7369
1070	4088	7364
1071	4095	7365
1072	4098	7360
1073	4101	7355
1074	4104	7349
1075	4107	7344
1076	4110	7339
1077	4113	7334
1078	4116	7328
1079	4119	7323
1080	4121	7317
1081	4124	7311
1082	4127	7305
1083	4130	7300
1084	4132	7293
1085	4135	7288
1086	4137	7282
1087	4140	7276
1088	4143	7270
1089	4146	7265
1090	4148	7259
1091	4151	7253
1092	4154	7249
1093	4157	7243
1094	4159	7236
1095	4162	7231
1096	4165	7225
1097	4167	7219
1098	4169	7213
1099	4172	7207
1100	4175	7202
1101	4178	7196
1102	4181	7191
1103	4183	7185
1104	4186	7180
1105	4189	7174
1106	4192	7168
1107	4194	7162
1108	4197	7156
1109	4203	7157
1110	4206	7151
1111	4210	7147
1112	4215	7147
1113	4218	7141
1114	4224	7141
1115	4226	7135
1116	4232	7134
1117	4235	7130
1118	4238	7124
1119	4244	7124
1120	4247	7118
1121	4253	7119
1122	4258	7118
1123	4261	7112
1124	4263	7106
1125	4266	7101
1126	4272	7101
1127	4278	7099
1128	4281	7095
1129	4287	7095
1130	4290	7089
1131	4296	7089
1132	4299	7084
1133	4302	7079
1134	4304	7073
1135	4307	7067
1136	4311	7063
1137	4313	7058
1138	4316	7052
1139	4319	7047
1140	4322	7042
1141	4325	7036
1142	4327	7030
1143	4330	7025
1144	4333	7020
1145	4335	7014
1146	4338	7009
1147	4341	7003
1148	4344	6998
1149	4346	6992
1150	4348	6986
1151	4351	6980
1152	4354	6975
1153	4356	6969
1154	4359	6963
1155	4362	6958
1156	4365	6953
1157	4367	6947
1158	4370	6942
1159	4373	6936
1160	4375	6930
1161	4378	6925
1162	4380	6919
1163	4383	6914
1164	4386	6908
1165	4388	6903
1166	4391	6897
1167	4394	6892
1168	4396	6886
1169	4399	6881
1170	4405	6880
1171	4409	6877
1172	4414	6876
1173	4417	6870
1174	4423	6869
1175	4426	6865
1176	4429	6859
1177	4434	6858
1178	4437	6853
1179	4443	6853
1180	4448	6852
1181	4452	6847
1182	4458	6847
1183	4460	6841
1184	4463	6836
1185	4469	6836
1186	4472	6830
1187	4477	6829
1188	4480	6824
1189	4486	6823
1190	4489	6818
1191	4491	6813
1192	4497	6811
1193	4500	6806
1194	4506	6806
1195	4510	6803
1196	4513	6797
1197	4515	6792
1198	4519	6788
1199	4522	6783
1200	4525	6778
1201	4528	6773
1202	4531	6768
1203	4534	6763
1204	4537	6759
1205	4540	6754
1206	4543	6749
1207	4546	6744
1208	4548	6738
1209	4551	6733
1210	4554	6728
1211	4557	6723
1212	4560	6718
1213	4563	6713
1214	4565	6707
1215	4568	6702
1216	4571	6697
1217	4573	6691
1218	4576	6686
1219	4579	6681
1220	4582	6676
1221	4585	6671
1222	4587	6666
1223	4590	6660
1224	4593	6655
1225	4595	6650
1226	4598	6644
1227	4600	6639
1228	4603	6634
1229	4606	6628
1230	4609	6624
1231	4612	6619
1232	4618	6618
1233	4620	6612
1234	4626	6611
1235	4629	6607
1236	4635	6606
1237	4638	6601
1238	4641	6596
1239	4646	6595
1240	4652	6595
1241	4655	6589
1242	4658	6584
1243	4661	6579
1244	4666	6578
1245	4669	6573
1246	4675	6572
1247	4679	6569
1248	4683	6566
1249	4689	6565
1250	4692	6560
1251	4694	6554
1252	4700	6554
1253	4703	6549
1254	4710	6549
1255	4713	6544
1256	4716	6539
1257	4719	6534
1258	4722	6530
1259	4725	6525
1260	4727	6519
1261	4730	6514
1262	4733	6509
1263	4735	6504
1264	4738	6499
1265	4741	6494
1266	4744	6488
1267	4746	6483
1268	4749	6478
1269	4751	6473
1270	4754	6467
1271	4758	6463
1272	4760	6458
1273	4763	6453
1274	4766	6448
1275	4769	6444
1276	4772	6438
1277	4775	6434
1278	4777	6429
1279	4780	6423
1280	4783	6418
1281	4786	6413
1282	4788	6408
1283	4791	6403
1284	4793	6397
1285	4796	6393
1286	4799	6387
1287	4802	6383
1288	4804	6377
1289	4807	6372
1290	4811	6369
1291	4817	6368
1292	4821	6364
1293	4826	6363
1294	4832	6362
1295	4835	6357
1296	4837	6352
1297	4840	6347
1298	4846	6345
1299	4852	6346
1300	4856	6341
1301	4861	6340
1302	4864	6335
1303	4867	6330
1304	4872	6329
1305	4875	6324
1306	4881	6322
1307	4884	6318
1308	4889	6316
1309	4892	6311
1310	4894	6306
1311	4900	6305
1312	4904	6301
1313	4911	6301
1314	4913	6296
1315	4916	6291
1316	4919	6286
1317	4922	6281
1318	4925	6276
1319	4927	6271
1320	4930	6266
1321	4932	6261
1322	4935	6256
1323	4938	6251
1324	4941	6246
1325	4944	6241
1326	4946	6236
1327	4949	6231
1328	4952	6226
1329	4954	6221
1330	4957	6216
1331	4960	6211
1332	4962	6206
1333	4965	6201
1334	4968	6196
1335	4971	6191
1336	4973	6186
1337	4976	6181
1338	4979	6176
1339	4982	6172
1340	4985	6167
1341	4988	6163
1342	4991	6157
1343	4994	6153
1344	4996	6148
1345	4999	6143
1346	5001	6138
1347	5004	6132
1348	5006	6127
1349	5010	6124
1350	5013	6119
1351	5019	6119
1352	5022	6114
1353	5028	6113
1354	5031	6108
1355	5037	6107
1356	5040	6103
1357	5047	6103
1358	5051	6099
1359	5054	6095
1360	5060	6093
1361	5063	6089
1362	5069	6088
1363	5072	6083
1364	5077	6081
1365	5080	6076
1366	5083	6073
1367	5089	6071
1368	5092	6066
1369	5098	6065
1370	5101	6061
1371	5103	6055
1372	5109	6055
1373	5112	6050
1374	5115	6046
1375	5118	6041
1376	5121	6036
1377	5124	6031
1378	5126	6026
1379	5129	6022
1380	5133	6017
1381	5135	6012
1382	5138	6008
1383	5141	6003
1384	5144	5998
1385	5146	5993
1386	5149	5988
1387	5151	5983
1388	5154	5978
1389	5157	5973
1390	5160	5968
1391	5162	5963
1392	5165	5959
1393	5168	5954
1394	5171	5949
1395	5173	5944
1396	5176	5939
1397	5179	5934
1398	5182	5930
1399	5185	5925
1400	5187	5921
1401	5190	5916
1402	5193	5911
1403	5196	5907
1404	5199	5902
1405	5202	5897
1406	5205	5893
1407	5208	5889
1408	5215	5888
1409	5221	5887
1410	5225	5884
1411	5228	5879
1412	5230	5874
1413	5236	5873
1414	5241	5871
1415	5244	5866
1416	5250	5865
1417	5253	5861
1418	5256	5856
1419	5258	5851
1420	5263	5849
1421	5269	5848
1422	5272	5843
1423	5278	5841
1424	5281	5837
1425	5284	5832
1426	5286	5827
1427	5293	5827
1428	5295	5822
1429	5301	5821
1430	5304	5816
1431	5311	5815
1432	5314	5811
1433	5318	5807
1434	5321	5803
1435	5324	5799
1436	5327	5794
1437	5330	5789
1438	5333	5785
1439	5335	5780
1440	5338	5775
1441	5341	5770
1442	5344	5766
1443	5347	5761
1444	5349	5757
1445	5352	5752
1446	5355	5747
1447	5358	5743
1448	5361	5739
1449	5364	5734
1450	5367	5730
1451	5370	5725
1452	5372	5720
1453	5375	5715
1454	5378	5711
1455	5382	5707
1456	5384	5702
1457	5387	5697
1458	5390	5692
1459	5392	5688
1460	5395	5683
1461	5398	5679
1462	5401	5675
1463	5404	5670
1464	5407	5666
1465	5411	5662
1466	5414	5658
1467	5420	5656
1468	5423	5652
1469	5429	5651
1470	5435	5650
1471	5438	5645
1472	5441	5641
1473	5447	5639
1474	5450	5635
1475	5456	5633
1476	5458	5628
1477	5465	5627
1478	5467	5622
1479	5470	5618
1480	5475	5616
1481	5478	5611
1482	5484	5610
1483	5487	5605
1484	5492	5603
1485	5495	5599
1486	5498	5594
1487	5504	5593
1488	5507	5589
1489	5514	5588
1490	5517	5583
1491	5520	5579
1492	5522	5574
1493	5525	5569
1494	5528	5565
1495	5531	5560
1496	5533	5556
1497	5537	5551
1498	5539	5547
1499	5542	5542
1500	5546	5539
1501	5549	5535
1502	5552	5530
1503	5555	5525
1504	5558	5521
1505	5561	5516
1506	5563	5512
1507	5567	5508
1508	5569	5503
1509	5572	5498
1510	5575	5493
1511	5577	5489
1512	5580	5484
1513	5583	5480
1514	5586	5475
1515	5589	5471
1516	5591	5466
1517	5594	5461
1518	5596	5456
1519	5599	5452
1520	5602	5447
1521	5605	5443
1522	5607	5438
1523	5611	5434
1524	5613	5429
1525	5616	5424
1526	5618	5420
1527	5621	5415
1528	5627	5414
1529	5630	5409
1530	5636	5408
1531	5641	5406
1532	5645	5401
1533	5648	5397
1534	5653	5395
1535	5656	5391
1536	5662	5389
1537	5665	5385
1538	5670	5383
1539	5673	5379
1540	5676	5374
1541	5681	5372
1542	5684	5367
1543	5690	5366
1544	5694	5362
1545	5699	5360
1546	5702	5356
1547	5705	5351
1548	5712	5350
1549	5718	5349
1550	5720	5344
1551	5724	5340
1552	5727	5336
1553	5730	5332
1554	5732	5327
1555	5735	5322
1556	5738	5318
1557	5741	5313
1558	5743	5308
1559	5746	5304
1560	5749	5299
1561	5751	5295
1562	5754	5291
1563	5757	5286
1564	5760	5281
1565	5762	5277
1566	5765	5272
1567	5768	5268
1568	5770	5263
1569	5774	5259
1570	5777	5254
1571	5779	5250
1572	5782	5246
1573	5785	5241
1574	5788	5236
1575	5791	5232
1576	5794	5228
1577	5797	5224
1578	5800	5220
1579	5803	5215
1580	5806	5211
1581	5808	5206
1582	5812	5202
1583	5815	5198
1584	5818	5194
1585	5820	5189
1586	5827	5188
1587	5834	5187
1588	5836	5183
1589	5842	5180
1590	5845	5176
1591	5848	5172
1592	5853	5170
1593	5857	5166
1594	5863	5164
1595	5866	5160
1596	5872	5158
1597	5875	5155
1598	5882	5154
1599	5884	5149
1600	5890	5147
1601	5893	5142
1602	5899	5141
1603	5902	5137
1604	5905	5132
1605	5911	5130
1606	5913	5126
1607	5919	5124
1608	5922	5119
1609	5925	5115
1610	5927	5111
1611	5930	5106
1612	5932	5101
1613	5935	5097
1614	5938	5092
1615	5941	5088
1616	5943	5083
1617	5946	5078
1618	5948	5074
1619	5951	5069
1620	5954	5065
1621	5956	5060
1622	5959	5056
1623	5962	5051
1624	5965	5047
1625	5968	5043
1626	5971	5038
1627	5974	5034
1628	5976	5030
1629	5979	5025
1630	5982	5021
1631	5984	5016
1632	5987	5012
1633	5990	5007
1634	5992	5003
1635	5995	4998
1636	5998	4994
1637	6001	4989
1638	6003	4985
1639	6006	4981
1640	6010	4977
1641	6012	4972
1642	6015	4968
1643	6018	4964
1644	6024	4962
1645	6027	4958
1646	6033	4956
1647	6037	4952
1648	6043	4951
1649	6046	4946
1650	6048	4942
1651	6054	4940
1652	6057	4936
1653	6063	4934
1654	6066	4929
1655	6068	4925
1656	6074	4923
1657	6077	4919
1658	6083	4917
1659	6086	4913
1660	6092	4911
1661	6095	4906
1662	6097	4902
1663	6103	4900
1664	6105	4895
1665	6111	4893
1666	6114	4889
1667	6120	4887
1668	6123	4883
1669	6126	4879
1670	6129	4874
1671	6131	4870
1672	6134	4865
1673	6136	4861
1674	6139	4856
1675	6142	4852
1676	6144	4847
1677	6147	4843
1678	6149	4838
1679	6152	4834
1680	6155	4830
1681	6158	4825
1682	6161	4821
1683	6164	4816
1684	6166	4812
1685	6169	4808
1686	6172	4803
1687	6174	4799
